Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,4,3,-3,-3,-14
  └─ Profit from operations,,1.85,3.92,6.81,15.23,26.43
  └─ Receivables,,2.56,-2.93,0.44,-10.55,-23.78
  └─ Inventory,,-1.40,-0.67,-3.69,-10.64,-3.16
  └─ Payables,,-1.29,2.94,-1.60,0.51,2.47
  └─ Other WC items,,2.06,0.66,-3.96,4.57,-15.20
  └─ Working capital changes,,1.93,-0.01,-8.81,-16.11,-39.67
  └─ Direct taxes,,0.00,-0.65,-0.82,-1.91,-1.15
Cash from Investing Activity,,-1,-1,2,-6,20
  └─ Fixed assets purchased,,-0.22,0.00,-0.89,-0.73,27.06
  └─ Fixed assets sold,,0.00,0.38,0.00,0.00,0.00
  └─ Capital WIP,,0.00,-0.22,0.00,0.00,0.00
  └─ Investments purchased,,0.00,0.00,0.00,0.00,-8.00
  └─ Investments sold,,0.00,0.00,1.90,0.00,0.74
  └─ Interest received,,0.11,0.14,0.09,0.17,0.28
  └─ Other investing items,,-1.15,-0.81,0.88,-5.69,0.27
Cash from Financing Activity,,-2,-2,1,9,1
  └─ Proceeds from shares,,0.00,0.00,0.00,7.56,0.00
  └─ Proceeds from borrowings,,0.00,0.00,2.20,3.29,2.82
  └─ Repayment of borrowings,,-0.56,-0.68,0.00,0.00,-0.40
  └─ Interest paid fin,,-1.49,-1.64,-1.38,-1.90,-1.68
Net Cash Flow,,0,0,-0,-0,7
  └─ Free Cash Flow,,4,3,-4,-4,13
  └─ CFO/OP,,224%,106%,-30%,-6%,-50%
