Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-62,18
  └─ Profit from operations,25,26,31
  └─ Receivables,-24,-59,-62
  └─ Inventory,-11,-15,-62
  └─ Payables,5,3,80
  └─ Loans Advances,-0,-0,-0
  └─ Other WC items,7,-13,33
  └─ Working capital changes,-24,-84,-11
  └─ Direct taxes,-1,-4,-2
Cash from Investing Activity,-3,2,-87
  └─ Fixed assets purchased,-1,-1,-90
  └─ Investments purchased,0,0,-2
  └─ Investment income,0,0,4
  └─ Interest received,0,1,0
  └─ Other investing items,-3,3,0
Cash from Financing Activity,2,135,82
  └─ Proceeds from shares,0,6,0
  └─ Proceeds from borrowings,8,45,89
  └─ Repayment of borrowings,-4,-9,0
  └─ Interest paid fin,-2,-3,-10
  └─ Other financing items,0,97,3
Net Cash Flow,-2,75,13
  └─ Free Cash Flow,-1,-63,-72
  └─ CFO/OP,4%,-221%,66%
