Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,218,241,256,213,256,374,377,387
  └─ Profit from operations,292,241,284,350,388,479,523,647
  └─ Receivables,-6,21,-44,-93,-18,-31,4,-158
  └─ Inventory,-35,5,-10,-29,-93,-48,-82,-170
  └─ Payables,4,-14,53,32,27,63,7,181
  └─ Other WC items,6,14,7,-4,8,-24,-10,-16
  └─ Working capital changes,-32,26,5,-94,-76,-40,-81,-163
  └─ Direct taxes,-42,-25,-33,-43,-56,-65,-65,-97
Cash from Investing Activity,-243,-176,-140,-258,-239,-367,-957,-441
  └─ Fixed assets purchased,-238,-177,-135,-268,-243,-339,-596,-513
  └─ Fixed assets sold,0,3,1,0,1,0,0,3
  └─ Investments purchased,0,-4,0,-7,0,-9,0,-26
  └─ Investments sold,0,0,0,0,0,0,0,0
  └─ Interest received,1,1,2,1,2,1,12,25
  └─ Investment in group cos,0,0,0,0,0,-20,-10,-12
  └─ Issue of shares on acq,0,0,0,0,0,0,0,0
  └─ Other investing items,-6,0,-9,14,2,-1,-363,81
Cash from Financing Activity,14,-29,-139,47,-6,-8,583,104
  └─ Proceeds from shares,0,0,0,8,5,3,1201,0
  └─ Proceeds from borrowings,140,130,110,207,205,214,222,215
  └─ Repayment of borrowings,-71,-95,-197,-110,-138,-124,-728,-68
  └─ Interest paid fin,-51,-58,-46,-52,-60,-74,-65,-31
  └─ Dividends paid,0,0,0,0,-11,-13,-16,-20
  └─ Financial liabilities,-4,-6,-6,-7,-7,-13,-30,-23
  └─ Other financing items,-0,0,0,0,0,0,0,31
Net Cash Flow,-10,36,-24,2,11,-1,3,50
  └─ Free Cash Flow,-20,67,122,-54,14,36,-219,-123
  └─ CFO/OP,89%,117%,105%,76%,82%,91%,85%,77%
