Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,93,26,-84,77,73,-8,1
  └─ Profit from operations,77,128,91,-3,39,59,89
  └─ Receivables,26,-39,-23,25,-16,-18,4
  └─ Inventory,2,-41,-138,54,54,-78,-87
  └─ Payables,6,8,7,1,-8,29,-3
  └─ Working capital changes,33,-72,-153,80,30,-67,-86
  └─ Direct taxes,-17,-30,-22,0,4,-0,-2
Cash from Investing Activity,-59,-28,-100,-41,-40,-67,-60
  └─ Fixed assets purchased,-59,-29,-100,-41,-40,-67,-63
  └─ Fixed assets sold,0,0,0,0,0,0,3
  └─ Investments purchased,0,0,0,-0,0,-0,0
  └─ Interest received,0,1,0,0,0,0,0
Cash from Financing Activity,-36,2,183,-36,-33,74,60
  └─ Proceeds from borrowings,3,13,188,0,3,95,88
  └─ Repayment of borrowings,-32,-9,0,-21,-21,0,0
  └─ Interest paid fin,-5,-1,-3,-13,-16,-21,-28
  └─ Dividends paid,-1,-1,-1,-1,0,0,0
  └─ Share application money,0,0,0,0,0,0,0
  └─ Other financing items,0,0,0,0,0,0,0
Net Cash Flow,-2,0,-1,1,1,-1,1
  └─ Free Cash Flow,34,-3,-184,36,33,-75,-59
  └─ CFO/OP,128%,44%,-68%,-2786%,178%,-13%,4%
