Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Cash from Operating Activity,14,80,14,71,62,38,129,143
  └─ Profit from operations,77,88,72,67,85,65,156,175
  └─ Receivables,-45,7,-45,6,-21,-18,-26,2
  └─ Inventory,0,0,-0,-1,1,-0,0,-0
  └─ Payables,-5,-1,8,3,11,6,13,3
  └─ Loans Advances,-2,1,-11,1,-2,-2,-1,-4
  └─ Operating Deposits,0,0,0,0,0,0,0,0
  └─ Other WC items,-4,-0,-7,5,1,5,3,7
  └─ Working capital changes,-56,7,-55,15,-10,-9,-10,7
  └─ Direct taxes,-7,-15,-4,-10,-14,-18,-17,-39
  └─ Exceptional CF items,0,0,0,-1,2,0,0,0
Cash from Investing Activity,-41,-14,-10,-29,-33,-30,-22,-29
  └─ Fixed assets purchased,-41.49,-13.83,-8.78,-29.08,-28.73,-33.84,-24.04,-33.07
  └─ Fixed assets sold,0.21,0.01,0.15,0.07,0.55,0.27,0.05,0.18
  └─ Interest received,0.37,0.01,0.00,0.34,0.03,1.59,0.27,5.40
  └─ Other investing items,0.00,-0.33,-1.06,0.00,-5.18,1.51,1.65,-1.82
Cash from Financing Activity,28,-71,-6,-36,-23,-11,-79,-32
  └─ Proceeds from borrowings,55.33,0.00,20.89,0.00,4.43,18.32,0.00,0.00
  └─ Repayment of borrowings,0.00,-42.25,0.00,-8.54,0.00,0.00,-58.51,0.00
  └─ Interest paid fin,-2.13,-3.77,-1.74,-1.88,-2.32,-3.91,-1.83,0.00
  └─ Dividends paid,-21.62,-21.65,-21.65,-21.65,-21.80,-21.80,-15.57,-28.02
  └─ Other financing items,-3.70,-3.71,-3.70,-3.62,-3.53,-3.54,-2.64,-4.12
Net Cash Flow,1,-5,-2,7,6,-4,28,82
  └─ Free Cash Flow,-27,67,5,42,34,4,105,110
  └─ CFO/OP,28%,116%,26%,170%,101%,76%,106%,102%
