Metric,Mar 2025,Mar 2026
Cash from Operating Activity,,487
  └─ Profit from operations,,296
  └─ Receivables,,37
  └─ Payables,,-4
  └─ Other WC items,,160
  └─ Working capital changes,,193
  └─ Direct taxes,,-2
Cash from Investing Activity,,184
  └─ Fixed assets sold,,171
  └─ Investments sold,,3
  └─ Interest received,,10
Cash from Financing Activity,,-491
  └─ Proceeds from borrowings,,2315
  └─ Repayment of borrowings,,-3057
  └─ Interest paid fin,,-75
  └─ Other financing items,,326
Net Cash Flow,,179
  └─ Free Cash Flow,,657
  └─ CFO/OP,,173%
