Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.39,4.54,1.29
  └─ Profit from operations,0.67,2.15,2.99
  └─ Receivables,0.03,-0.01,-0.33
  └─ Payables,-0.39,2.36,-0.39
  └─ Loans Advances,0.00,0.00,-0.33
  └─ Other WC items,0.07,0.04,-0.65
  └─ Working capital changes,-0.29,2.39,-1.70
Cash from Investing Activity,-0.25,-2.40,0.56
  └─ Fixed assets purchased,-0.21,-2.40,-0.29
  └─ Investments purchased,-0.05,0.00,0.00
  └─ Other investing items,0.00,0.00,0.86
Cash from Financing Activity,0.46,-0.39,2.03
  └─ Proceeds from borrowings,0.47,0.00,2.03
  └─ Repayment of borrowings,0.00,-0.39,0.00
Net Cash Flow,0.60,1.74,3.88
  └─ Free Cash Flow,0.18,2.14,1.00
  └─ CFO/OP,89%,243%,40%
