Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,8,14,12,30,6,29,13,27,4
  └─ Profit from operations,14.77,29.63,29.37,42.01,54.36,62.24,79.40,103.67,-10.54
  └─ Receivables,-6.74,-4.40,-2.90,-8.15,-24.37,-20.04,-65.18,-33.64,-40.52
  └─ Inventory,-1.51,-6.59,-5.36,6.73,-9.25,-16.16,-3.88,-23.55,20.68
  └─ Payables,0.46,0.49,-1.61,0.72,2.65,10.25,23.70,-12.24,23.15
  └─ Other WC items,3.43,0.37,-2.49,-5.11,-5.96,5.47,-11.77,6.87,21.62
  └─ Working capital changes,-4.37,-10.14,-12.37,-5.82,-36.92,-20.48,-57.13,-62.56,24.92
  └─ Direct taxes,-2.72,-5.10,-4.86,-6.73,-11.59,-12.74,-9.38,-14.18,-10.08
  └─ Other operating items,0.00,0.07,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-4,-6,-7,-11,-63,-92,-161,-93,-53
  └─ Fixed assets purchased,-4.46,-5.94,-5.93,-9.28,-24.33,-100.72,-85.19,-43.33,-41.17
  └─ Investments purchased,0.00,0.00,0.00,-0.15,0.00,0.00,-86.83,-7.19,0.00
  └─ Investments sold,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.23
  └─ Interest received,0.09,0.09,0.07,0.09,0.70,3.24,3.83,4.51,4.57
  └─ Other investing items,0.55,-0.17,-0.97,-2.08,-39.23,5.62,7.45,-47.07,-16.19
Cash from Financing Activity,-5,-9,3,-11,108,26,172,81,2
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,96.49,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,5.69,0.00,14.81,33.57,79.59,25.69,20.09
  └─ Repayment of borrowings,-0.57,-5.09,0.00,-8.75,-0.67,0.00,0.00,-34.46,-0.14
  └─ Interest paid fin,-3.79,-3.45,-2.34,-1.25,-1.17,-4.29,-7.78,-12.41,-13.90
  └─ Dividends paid,-0.36,-0.36,-0.36,-0.77,-2.30,-3.07,-3.07,-3.28,-3.82
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-3.08,0.00,0.00
  └─ Other financing items,0.12,-0.04,0.16,0.07,1.22,0.00,106.45,105.56,0.01
Net Cash Flow,-1,-0,8,7,51,-37,24,15,-46
  └─ Free Cash Flow,3,9,6,20,-18,-72,-72,-16,-37
  └─ CFO/OP,88%,75%,69%,94%,33%,71%,29%,41%,27%
