Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,58,95,44,151,128,183,163,255,309,281
  └─ Profit from operations,108,104,55,45,195,183,233,289,322,492
  └─ Receivables,26,-43,39,34,-32,-38,-28,10,-93,-120
  └─ Inventory,-26,-40,31,-1,-64,7,-35,-49,-4,-177
  └─ Payables,-33,97,-86,74,29,43,0,0,0,172
  └─ Other WC items,-3,0,0,0,0,0,30,43,141,0
  └─ Working capital changes,-35,14,-16,107,-66,12,-33,4,44,-125
  └─ Direct taxes,-15,-23,4,-1,-1,-13,-37,-38,-57,-86
Cash from Investing Activity,-57,-239,-126,-12,-29,-45,-66,-129,-377,-298
  └─ Fixed assets purchased,-90,-146,-112,-76,-32,-45,-85,-143,-216,-307
  └─ Fixed assets sold,2,2,0,36,0,3,1,6,20,4
  └─ Investments purchased,-134,-2,-1,-2,-2,-1,-3,0,-124,0
  └─ Investments sold,137,0,0,0,6,0,0,0,120,0
  └─ Interest received,1,1,1,1,5,1,1,2,4,3
  └─ Redemp n Canc of Shares,0,0,4,0,0,0,10,0,0,0
  └─ Acquisition of companies,0,-99,0,0,0,0,0,0,0,0
  └─ Other investing items,26,6,-18,28,-7,-3,11,6,-180,2
Cash from Financing Activity,23,184,57,-169,-70,-154,-64,-69,56,33
  └─ Proceeds from shares,0,0,0,0,80,0,0,0,0,0
  └─ Proceeds from borrowings,0,0,122,0,0,0,48,0,80,109
  └─ Repayment of borrowings,-4,0,0,-115,-111,-122,-87,-43,-2,-15
  └─ Interest paid fin,-17,-30,-54,-51,-36,-26,-18,-18,-13,-30
  └─ Dividends paid,-11,-11,-11,-0,0,0,0,0,0,-24
  └─ Financial liabilities,0,0,0,-2,-3,-6,-7,-8,-9,-6
  └─ Other financing items,56,225,0,0,0,0,0,0,0,0
Net Cash Flow,23,40,-25,-29,29,-16,33,57,-11,17
  └─ Free Cash Flow,-30,-49,-69,111,97,141,79,117,113,-22
  └─ CFO/OP,67%,210%,-74%,1210%,68%,107%,87%,103%,117%,78%
