Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14,62,49,117,-35,5,-23
  └─ Profit from operations,84,61,62,53,82,94,44
  └─ Receivables,-25,-6,21,18,-67,-5,-90
  └─ Inventory,-36,40,-17,-16,-4,-19,-47
  └─ Payables,20,-15,-11,14,28,22,26
  └─ Loans Advances,-0,-0,-6,22,-45,-83,35
  └─ Other WC items,-26,-13,4,30,-24,-3,18
  └─ Working capital changes,-67,6,-9,68,-112,-87,-59
  └─ Direct taxes,-4,-5,-4,-4,-5,-3,-9
Cash from Investing Activity,-12,-23,-28,-50,-3,-122,53
  └─ Fixed assets purchased,-15,-22,-28,-5,-10,-26,-21
  └─ Fixed assets sold,1,1,0,0,-0,0,0
  └─ Investments purchased,-0,-0,-1,-33,-5,-9,-16
  └─ Investments sold,-0,-0,-0,-0,-0,1,-0
  └─ Interest received,0,0,0,0,2,1,6
  └─ Investment in group cos,-6,-0,-0,-0,-0,-0,-6
  └─ Other investing items,9,-2,0,-12,9,-90,90
Cash from Financing Activity,-1,-33,-12,-27,-4,125,-1
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,175.00,0.00
  └─ Redemption of debentures,0.00,0.00,-0.86,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,28.95,33.12,22.88,13.29,32.40,9.34,26.87
  └─ Repayment of borrowings,-2.02,-36.68,-3.18,-7.98,-10.28,-22.13,-3.96
  └─ Interest paid fin,-18.17,-18.74,-18.36,-18.85,-17.94,-21.31,-21.23
  └─ Financial liabilities,-9.38,-10.22,-12.44,-13.33,-8.25,-3.44,-3.18
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-12.92,0.00
Net Cash Flow,2,7,9,41,-42,7,28
  └─ Free Cash Flow,-0,41,21,112,-45,-21,-44
  └─ CFO/OP,23%,108%,97%,272%,-25%,8%,-41%
