Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-38,-2
  └─ Profit from operations,2,6,1
  └─ Receivables,-52,-8,-43
  └─ Inventory,3,-19,-49
  └─ Loans Advances,-3,-6,10
  └─ Other WC items,50,-8,80
  └─ Working capital changes,-3,-41,-3
  └─ Direct taxes,0,-2,-0
Cash from Investing Activity,0,-0,0
  └─ Fixed assets purchased,0.00,0.00,-0.01
  └─ Interest received,0.11,0.35,0.49
  └─ Other investing items,0.04,-0.41,0.00
Cash from Financing Activity,2,38,0
  └─ Proceeds from borrowings,0.00,0.00,0.23
  └─ Interest paid fin,0.00,0.00,-0.04
  └─ Other financing items,1.56,38.38,0.00
Net Cash Flow,2,1,-1
  └─ Free Cash Flow,-0,-38,-2
  └─ CFO/OP,-5%,-500%,-95%
