Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,-8,-15,-112,-42,-222
  └─ Profit from operations,8,0,13,4,6
  └─ Receivables,105,22,-120,27,17
  └─ Inventory,3,-1,17,3,4
  └─ Payables,-113,29,-9,-44,45
  └─ Other WC items,-10,-64,-14,-30,-294
  └─ Working capital changes,-15,-15,-125,-44,-228
  └─ Direct taxes,-1,-0,-1,-2,0
Cash from Investing Activity,12,-37,-36,-91,106
  └─ Fixed assets purchased,-1,-13,-18,-16,-13
  └─ Fixed assets sold,0,0,0,7,1
  └─ Investments purchased,-1,-70,-39,-83,0
  └─ Investments sold,13,35,1,0,115
  └─ Interest received,0,1,1,1,3
  └─ Dividends received,0,0,0,0,0
  └─ Other investing items,1,11,19,1,-1
Cash from Financing Activity,-4,59,151,137,108
  └─ Proceeds from shares,0,96,150,112,62
  └─ Proceeds from borrowings,11,0,7,8,50
  └─ Repayment of borrowings,-10,-35,-5,-1,0
  └─ Interest paid fin,-5,-2,-2,-3,-4
  └─ Other financing items,0,0,0,21,0
Net Cash Flow,-0,8,2,4,-8
  └─ Free Cash Flow,-9,-28,-130,-51,-234
  └─ CFO/OP,-90%,1565%,-949%,-1045%,2905%
