Metric,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,,1.42,6.41
  └─ Profit from operations,,0.57,4.83
  └─ Receivables,,3.61,-1.03
  └─ Inventory,,3.05,-1.00
  └─ Payables,,-0.43,0.49
  └─ Loans Advances,,-4.36,-4.75
  └─ Operating borrowings,,-0.01,5.06
  └─ Other WC items,,-1.01,3.37
  └─ Working capital changes,,0.85,2.14
  └─ Direct taxes,,0.00,-0.56
Cash from Investing Activity,,-0.24,-3.15
  └─ Fixed assets purchased,,-0.21,-3.12
  └─ Other investing items,,-0.04,-0.03
Cash from Financing Activity,,-1.02,-3.16
  └─ Proceeds from shares,,6.20,0.00
  └─ Repayment of borrowings,,-1.82,-2.24
  └─ Interest paid fin,,-0.25,-0.92
  └─ Other financing items,,-5.14,0.00
Net Cash Flow,,0.16,0.10
  └─ Free Cash Flow,,1.21,3.29
  └─ CFO/OP,,249%,148%
