Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.88,3.95,0.08,-1.10
  └─ Profit from operations,4.01,4.22,-4.10,5.03
  └─ Inventory,0.05,-0.54,1.87,-1.88
  └─ Payables,0.03,-1.78,2.50,0.94
  └─ Other WC items,-2.96,1.84,-0.08,-5.20
  └─ Working capital changes,-2.88,-0.48,4.29,-6.14
  └─ Direct taxes,-0.26,0.22,-0.11,0.01
Cash from Investing Activity,-4.32,-3.70,-75.17,-2.75
  └─ Fixed assets purchased,-4.41,-3.71,-0.28,-2.29
  └─ Fixed assets sold,0.09,0.00,0.00,0.00
  └─ Interest received,0.00,0.01,0.24,0.28
  └─ Loans to subsidiaries,0.00,0.00,-3.67,0.00
  └─ Acquisition of companies,0.00,0.00,-71.46,0.00
  └─ Other investing items,0.00,0.00,0.00,-0.75
Cash from Financing Activity,3.48,-0.09,75.03,3.70
  └─ Proceeds from shares,9.72,1.03,77.32,3.81
  └─ Proceeds from borrowings,0.00,2.03,1.10,2.17
  └─ Repayment of borrowings,-4.46,-1.25,-1.69,-1.16
  └─ Interest paid fin,-1.78,-1.90,-1.70,-1.12
Net Cash Flow,0.04,0.16,-0.05,-0.15
  └─ Free Cash Flow,-3.44,0.24,-0.20,-3.39
  └─ CFO/OP,28%,91%,-5%,-23%
