Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2.14,-28.96,5.64
  └─ Profit from operations,-1.02,2.21,-0.86
  └─ Receivables,0.00,-0.56,0.56
  └─ Inventory,0.00,-15.87,-24.31
  └─ Payables,-0.01,1.13,14.63
  └─ Loans Advances,0.00,-16.09,15.91
  └─ Other WC items,3.17,0.22,-0.28
  └─ Working capital changes,3.15,-31.17,6.50
Cash from Investing Activity,0.01,1.07,1.89
  └─ Fixed assets purchased,0.00,-0.02,0.00
  └─ Fixed assets sold,0.01,0.00,0.00
  └─ Investments purchased,0.00,-0.14,-0.01
  └─ Interest received,0.00,1.23,1.90
Cash from Financing Activity,-2.08,27.99,-8.48
  └─ Proceeds from borrowings,0.00,9.52,0.00
  └─ Repayment of borrowings,-2.08,0.00,-5.46
  └─ Interest paid fin,0.00,-1.68,-3.02
  └─ Other financing items,0.00,20.14,0.00
Net Cash Flow,0.06,0.09,-0.96
  └─ Free Cash Flow,2.15,-28.98,5.64
  └─ CFO/OP,-1070%,-1565%,-656%
