Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,219,88,118,125
  └─ Profit from operations,145,84,123,150
  └─ Receivables,22,20,22,-20
  └─ Inventory,65,-26,-46,55
  └─ Payables,-8,27,50,-2
  └─ Other WC items,27,-10,-12,-33
  └─ Working capital changes,105,11,14,-1
  └─ Direct taxes,-31,-7,-19,-24
Cash from Investing Activity,-251,-47,-76,-80
  └─ Fixed assets purchased,-239,-115,-51,-37
  └─ Fixed assets sold,3,14,5,11
  └─ Investments purchased,-69,0,-101,-3
  └─ Investments sold,0,97,0,80
  └─ Interest received,8,12,17,12
  └─ Dividends received,0,0,0,0
  └─ Other investing items,45,-56,55,-143
Cash from Financing Activity,29,-43,-42,-40
  └─ Proceeds from borrowings,61.60,0.00,0.07,0.00
  └─ Repayment of borrowings,-8.17,-15.05,-14.90,-14.00
  └─ Interest paid fin,-1.89,-5.47,-4.67,-3.00
  └─ Dividends paid,-21.85,-21.85,-21.85,-21.85
  └─ Financial liabilities,-0.51,-0.54,-0.60,-0.65
Net Cash Flow,-3,-2,0,6
  └─ Free Cash Flow,-16,-13,71,99
  └─ CFO/OP,176%,120%,120%,102%
