Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-7,2,25,35,-5,-35
  └─ Profit from operations,-3,9,5,7,17,27
  └─ Receivables,-12,15,6,2,-30,-38
  └─ Payables,4,6,-9,12,24,-16
  └─ Loans Advances,2,-27,23,0,-0,-1
  └─ Other WC items,1,0,0,18,-13,0
  └─ Working capital changes,-5,-6,21,31,-19,-55
  └─ Direct taxes,-0,-1,-1,-3,-3,0
  └─ Other operating items,1,-1,0,0,0,-7
Cash from Investing Activity,1,-0,-4,2,-4,-47
  └─ Fixed assets purchased,0.00,-0.45,-0.01,-0.26,-2.87,-10.01
  └─ Fixed assets sold,1.17,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,-3.60,0.00,0.00,-5.56
  └─ Interest received,0.10,0.04,0.00,0.04,0.03,0.27
  └─ Other investing items,0.00,0.00,0.00,2.50,-0.71,-32.07
Cash from Financing Activity,-1,-2,-1,2,-1,76
  └─ Proceeds from shares,0,0,0,0,0,6
  └─ Proceeds from borrowings,0,0,0,3,2,9
  └─ Repayment of borrowings,0,-0,-0,0,-2,0
  └─ Interest paid fin,-1,-1,-1,-2,-2,-2
  └─ Other financing items,0,0,0,0,1,63
Net Cash Flow,-7,-0,20,39,-10,-7
  └─ Free Cash Flow,-6,2,25,35,-8,-45
  └─ CFO/OP,398%,34%,577%,620%,-14%,-126%
