Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-12.33,-1.80,-13.21,-27.79
  └─ Profit from operations,0.02,1.21,3.81,3.78
  └─ Receivables,-12.00,-6.40,5.48,-19.33
  └─ Inventory,0.00,0.00,0.00,-1.34
  └─ Payables,-0.57,7.40,3.71,11.72
  └─ Loans Advances,0.00,0.00,-35.30,-17.10
  └─ Other WC items,0.22,-4.02,10.11,-4.89
  └─ Working capital changes,-12.36,-3.02,-16.00,-30.94
  └─ Direct taxes,0.00,0.00,-1.01,-0.62
Cash from Investing Activity,-0.03,0.00,-19.56,4.89
  └─ Fixed assets purchased,-0.03,0.00,-0.01,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,0.01
  └─ Investments purchased,0.00,0.00,-19.62,0.00
  └─ Investments sold,0.00,0.00,0.00,4.88
  └─ Interest received,0.00,0.00,0.07,0.00
Cash from Financing Activity,12.43,4.48,30.80,23.85
  └─ Proceeds from shares,13.52,11.31,30.46,20.97
  └─ Proceeds from borrowings,0.00,0.00,0.00,2.88
  └─ Repayment of borrowings,-1.08,-6.84,-0.43,0.00
  └─ Share application money,0.00,0.00,0.78,0.00
Net Cash Flow,0.07,2.67,-1.97,0.96
  └─ Free Cash Flow,-12.36,-1.80,-13.22,-27.78
  └─ CFO/OP,-61650%,-149%,-321%,-1171%
