Metric,Mar 2006,Mar 2007
Cash from Operating Activity,-0.20,-0.14
  └─ Profit from operations,-0.03,-0.70
  └─ Receivables,-0.66,0.53
  └─ Inventory,-0.36,0.57
  └─ Payables,0.72,-0.88
  └─ Loans Advances,0.14,0.34
  └─ Working capital changes,-0.16,0.56
  └─ Direct taxes,-0.01,0.00
Cash from Investing Activity,-0.32,-0.67
  └─ Fixed assets purchased,-0.32,-0.67
Cash from Financing Activity,0.54,0.78
  └─ Proceeds from borrowings,0.54,0.29
  └─ Share application money,0.00,0.49
Net Cash Flow,0.02,-0.03
  └─ Free Cash Flow,-0.52,-0.81
  └─ CFO/OP,1900%,21%
