Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,1,0,1,-2,-6,-5
  └─ Profit from operations,5.83,5.42,6.78,8.69,10.24,12.57,17.44
  └─ Receivables,-3.93,-0.22,-4.05,-10.90,-15.02,-16.01,-27.00
  └─ Payables,-0.29,0.11,0.00,0.00,0.00,0.00,1.71
  └─ Loans Advances,2.16,-2.04,0.48,-0.29,-0.96,-2.50,-3.06
  └─ Other WC items,-5.60,-2.32,-2.72,-1.56,5.29,1.60,8.04
  └─ Working capital changes,-7.66,-4.47,-6.29,-12.76,-10.69,-16.91,-20.32
  └─ Direct taxes,-0.13,-0.23,0.00,4.75,-1.45,-1.28,-2.26
  └─ Other operating items,0.00,0.00,0.00,-0.01,0.00,0.00,0.00
Cash from Investing Activity,-1,-1,-1,-3,-3,-1,-0
  └─ Fixed assets purchased,-0.52,-0.28,-0.58,-1.90,-3.82,-1.11,-1.12
  └─ Investments purchased,0.00,0.00,0.00,0.00,-0.11,-0.41,-0.43
  └─ Interest received,0.00,0.00,0.00,0.00,0.58,0.56,1.11
  └─ Other investing items,-0.74,-0.76,-0.51,-1.36,0.00,0.00,0.00
Cash from Financing Activity,4,-2,1,5,3,8,12
  └─ Proceeds from shares,0.00,0.00,0.00,10.71,3.04,8.51,0.00
  └─ Proceeds from borrowings,6.55,1.00,3.58,0.00,4.37,3.45,17.17
  └─ Repayment of borrowings,0.00,0.00,0.00,-1.69,0.00,0.00,0.00
  └─ Interest paid fin,-2.34,-3.00,-2.95,-3.56,-4.35,-4.34,-5.17
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,-0.09
Net Cash Flow,1,-2,0,3,-2,1,6
  └─ Free Cash Flow,-2,0,-0,-1,-6,-7,-6
  └─ CFO/OP,-32%,18%,7%,-42%,-4%,-33%,-17%
