Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,15,-22,27,12,16,-10,27
  └─ Profit from operations,7.50,9.26,9.93,11.86,21.70,14.90,22.12,35.29
  └─ Receivables,-5.07,0.58,0.67,-1.93,-9.67,-2.85,-12.86,-12.03
  └─ Inventory,0.99,8.53,-37.92,24.50,0.86,6.53,-21.76,-16.28
  └─ Payables,-1.97,-0.03,6.43,-5.00,1.92,-0.65,2.92,20.72
  └─ Loans Advances,0.21,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.70,-0.36,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Working capital changes,-5.15,8.62,-30.82,17.57,-6.89,3.03,-31.70,-7.59
  └─ Interest paid,-2.22,-2.36,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,-0.68,-0.81,-1.15,-2.02,-3.26,-1.70,-0.32,-0.30
  └─ Other operating items,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-4,-6,-5,-8,-26,-53,-49,-7
  └─ Fixed assets purchased,-4.24,-3.75,-4.79,-9.20,-28.20,-51.79,-50.23,-7.95
  └─ Fixed assets sold,0.00,0.02,0.06,2.36,0.55,0.00,0.00,0.04
  └─ Investments sold,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.02,0.02,0.02,0.10,0.12,0.11,0.12,0.46
  └─ Other investing items,-0.16,-2.29,0.00,-1.28,1.26,-1.57,1.15,-0.04
Cash from Financing Activity,5,-8,26,-18,17,35,61,-15
  └─ Proceeds from shares,7.63,0.00,0.00,0.50,0.00,39.73,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,28.45,0.00,23.50,13.09,74.81,7.90
  └─ Repayment of borrowings,-1.94,-7.15,0.00,-15.83,0.00,-14.06,0.00,-8.17
  └─ Interest paid fin,-0.89,-0.89,-2.47,-2.98,-6.07,-4.29,-11.67,-14.35
  └─ Other financing items,0.00,0.00,0.00,0.07,0.01,0.43,-2.31,0.00
Net Cash Flow,-0,1,-1,1,3,-2,2,5
  └─ Free Cash Flow,-5,11,-27,21,-16,-36,-60,19
  └─ CFO/OP,2%,169%,-235%,253%,68%,138%,-43%,79%
