Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,116,151,206,223
  └─ Profit from operations,191,248,240,256
  └─ Receivables,-29,-15,-21,-43
  └─ Inventory,0,-49,17,-25
  └─ Payables,9,31,-53,45
  └─ Other WC items,-31,-4,53,47
  └─ Working capital changes,-50,-38,-4,24
  └─ Direct taxes,-24,-59,-31,-58
Cash from Investing Activity,-84,-142,-178,-196
  └─ Fixed assets purchased,-199,-104,-136,-135
  └─ Fixed assets sold,2,0,1,0
  └─ Investments purchased,-30,-52,-66,-117
  └─ Investments sold,79,31,24,56
  └─ Interest received,3,0,0,0
  └─ Invest in subsidiaries,0,-29,0,0
  └─ Other investing items,61,12,-0,-0
Cash from Financing Activity,-20,-23,-24,-32
  └─ Proceeds from shares,0.02,0.03,0.01,0.04
  └─ Proceeds from borrowings,0.00,1.90,4.32,0.00
  └─ Repayment of borrowings,0.00,-0.56,-1.00,-4.50
  └─ Interest paid fin,0.00,-0.21,-3.23,-2.53
  └─ Dividends paid,-14.27,-16.66,-16.67,-16.67
  └─ Financial liabilities,-5.81,-7.74,-7.37,-7.87
Net Cash Flow,12,-14,4,-5
  └─ Free Cash Flow,-81,47,70,88
  └─ CFO/OP,77%,88%,101%,110%
