Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,72,53,13,28,76,65,108
  └─ Profit from operations,65,65,76,89,98,67,145
  └─ Receivables,15,-7,-8,-41,-3,-6,2
  └─ Inventory,4,-6,-49,-25,-21,13,-10
  └─ Payables,-7,10,6,15,-5,-0,-5
  └─ Loans Advances,0,4,0,0,0,0,0
  └─ Other WC items,4,-7,-0,2,18,5,1
  └─ Working capital changes,16,-5,-52,-48,-10,11,-12
  └─ Direct taxes,-10,-7,-11,-13,-12,-13,-24
Cash from Investing Activity,-63,-18,-14,-3,-115,-63,-117
  └─ Fixed assets purchased,-47,-35,-16,-30,-69,-76,-110
  └─ Fixed assets sold,0,0,0,1,0,0,8
  └─ Interest received,6,5,3,4,3,6,9
  └─ Acquisition of companies,-16,0,-1,-0,0,-13,0
  └─ Other investing items,-8,12,-0,22,-49,20,-24
Cash from Financing Activity,21,-23,-7,-4,23,37,-28
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,78.43,3.38,2.64
  └─ Proceeds from borrowings,37.38,10.17,4.62,6.29,0.00,41.03,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-48.02,0.00,-23.29
  └─ Interest paid fin,-3.95,-2.78,-3.15,-4.92,-4.08,-5.36,-5.09
  └─ Dividends paid,-0.80,-0.88,-1.07,-0.88,-0.88,-0.28,0.00
  └─ Financial liabilities,-11.67,-8.95,-7.46,-4.98,-0.21,-1.28,-2.50
  └─ Other financing items,0.00,-20.58,0.00,0.00,-2.60,0.00,0.00
Net Cash Flow,29,11,-8,20,-16,39,-37
  └─ Free Cash Flow,25,18,-2,-1,7,-11,7
  └─ CFO/OP,135%,104%,33%,53%,122%,159%,105%
