Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,44,-2,9,27,53,14,23,12,40,47
  └─ Profit from operations,46,42,48,46,46,33,39,46,49,130
  └─ Receivables,22,-10,-38,-3,-8,-5,-11,-46,6,-53
  └─ Inventory,-11,-18,16,-37,13,-6,6,12,-19,-35
  └─ Payables,9,-4,-15,21,2,-9,-10,4,5,29
  └─ Other WC items,0,0,0,0,0,0,-1,-4,4,-1
  └─ Working capital changes,20,-32,-37,-19,7,-19,-16,-34,-4,-60
  └─ Interest paid,-12,-13,-7,0,0,0,0,0,0,0
  └─ Direct taxes,0,0,0,0,0,0,0,0,-5,-24
  └─ Exceptional CF items,-10,0,5,0,0,0,0,0,0,0
Cash from Investing Activity,-19,-13,-8,-34,35,-8,-4,-16,-41,-83
  └─ Fixed assets purchased,-9,-16,-5,-12,-1,-2,-6,-6,-19,-21
  └─ Fixed assets sold,0,0,0,1,6,3,1,1,1,5
  └─ Investments purchased,-10,3,-3,-6,-4,-2,0,-13,-27,-70
  └─ Investments sold,0,0,0,0,0,0,4,0,0,0
  └─ Interest received,0,0,0,4,3,1,1,1,8,3
  └─ Other investing items,0,0,0,-21,31,-8,-3,0,-6,-1
Cash from Financing Activity,-23,12,-1,-7,-87,-3,-22,8,2,37
  └─ Proceeds from borrowings,-0.90,0.00,0.00,6.19,0.00,2.34,0.00,11.39,6.07,42.96
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.04,-77.25,-0.13,-17.86,-0.27,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,-12.92,-9.29,-5.20,-4.15,-3.41,-4.29,-5.88
  └─ Other financing items,-22.32,11.56,-1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,1,-3,0,-14,1,3,-3,3,0,1
  └─ Free Cash Flow,35,-18,4,16,57,15,18,7,22,32
  └─ CFO/OP,105%,-5%,22%,77%,133%,61%,92%,33%,120%,74%
