Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1.97,0.33,-0.83,-0.10,0.01,-0.62,-0.38,-0.25,-0.88,-0.41
  └─ Profit from operations,-0.07,0.35,0.43,-0.04,-0.32,-0.34,-0.07,0.01,-0.23,-0.15
  └─ Receivables,-1.83,0.04,-1.19,0.13,0.37,-0.67,-0.21,-0.51,-0.07,-0.16
  └─ Inventory,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Payables,0.01,-0.02,0.04,-0.05,0.01,0.46,-0.07,0.30,-0.55,-0.07
  └─ Working capital changes,-1.82,0.14,-1.16,0.08,0.37,-0.21,-0.27,-0.21,-0.63,-0.24
  └─ Direct taxes,-0.08,-0.17,-0.10,-0.14,-0.04,-0.06,-0.04,-0.05,-0.03,-0.02
Cash from Investing Activity,0.36,-0.18,0.34,-0.23,0.12,0.52,0.24,0.29,0.87,0.41
  └─ Fixed assets purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00
  └─ Fixed assets sold,0.00,0.05,0.00,0.31,0.06,0.00,0.00,0.04,0.00,0.00
  └─ Investments purchased,-0.23,-0.63,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.17,0.00,0.08,0.00,0.00,0.00
  └─ Interest received,0.53,0.34,0.47,0.47,0.51,0.50,0.23,0.28,0.16,0.20
  └─ Dividends received,0.05,0.05,0.02,0.03,0.11,0.05,0.05,0.03,0.04,0.04
  └─ Other investing items,0.00,0.00,0.00,-1.03,-0.73,-0.04,-0.11,0.15,0.66,0.17
Cash from Financing Activity,-0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-1.67,0.14,-0.49,-0.33,0.14,-0.10,-0.14,0.04,-0.01,0.00
  └─ Free Cash Flow,-1.97,0.38,-0.83,0.21,0.07,-0.62,-0.38,-0.42,-0.88,-0.41
  └─ CFO/OP,2700%,156%,-170%,-0%,-16%,156%,155%,111%,274%,118%
