Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2026,Mar 2025
Cash from Operating Activity,4,5,4,-1,
  └─ Profit from operations,8.14,10.32,12.11,16.70,23.79
  └─ Receivables,-2.35,-0.31,-2.53,2.29,-9.85
  └─ Inventory,-0.37,-1.24,-5.99,-13.96,-6.19
  └─ Payables,1.30,-0.58,3.33,1.46,-0.30
  └─ Loans Advances,0.11,0.02,-0.28,-1.01,0.31
  └─ Other WC items,0.15,-1.53,0.19,-1.19,-7.10
  └─ Working capital changes,-1.15,-3.64,-5.29,-12.41,-23.12
  └─ Direct taxes,-2.61,-1.78,-3.00,-5.48,-3.42
Cash from Investing Activity,-3,-3,-2,2,
  └─ Fixed assets purchased,-2.93,-2.87,-2.50,-5.22,-6.61
  └─ Interest received,0.00,0.01,0.13,1.00,0.78
  └─ Other investing items,0.00,0.00,0.00,6.67,5.50
Cash from Financing Activity,-0,-0,-2,3,
  └─ Proceeds from borrowings,0.82,0.00,0.00,5.50,1.36
  └─ Repayment of borrowings,-1.06,-0.06,-1.79,-1.46,0.00
  └─ Interest paid fin,-0.12,-0.14,-0.09,-0.49,-0.39
  └─ Dividends paid,0.00,0.00,0.00,-1.00,-1.00
Net Cash Flow,1,2,-0,4,
  └─ Free Cash Flow,1,2,1,-6,
  └─ CFO/OP,89%,64%,56%,29%,
