Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-15,38,33,-8,-1
  └─ Profit from operations,8,27,55,63,57,63
  └─ Receivables,-1,-33,17,-19,-28,-46
  └─ Inventory,-0,-10,-12,6,-27,-19
  └─ Payables,-2,8,-14,12,17,29
  └─ Other WC items,1,-5,5,-11,-10,-14
  └─ Working capital changes,-3,-39,-2,-13,-48,-50
  └─ Direct taxes,-2,-3,-14,-17,-17,-14
Cash from Investing Activity,-1,-5,-37,-79,-156,57
  └─ Fixed assets purchased,-2,-1,-28,-16,-56,-38
  └─ Fixed assets sold,0,0,0,0,1,4
  └─ Investments purchased,0,0,0,0,-22,-56
  └─ Investments sold,0,0,0,0,2,32
  └─ Interest received,0,0,0,1,12,9
  └─ Loans to subsidiaries,0,0,0,0,0,14
  └─ Other investing items,0,-4,-9,-65,-92,92
Cash from Financing Activity,-1,19,0,220,1,-10
  └─ Proceeds from shares,0.00,0.00,0.00,249.62,0.00,0.00
  └─ Proceeds from borrowings,3.45,35.98,0.84,1.70,2.57,0.00
  └─ Repayment of borrowings,-1.11,-15.00,-7.65,-11.67,-5.59,-4.58
  └─ Interest paid fin,-0.24,-1.44,-1.86,-2.03,0.00,-2.16
  └─ Financial liabilities,-0.51,-0.54,-0.85,-1.62,0.00,-2.86
  └─ Other financing items,-2.76,0.00,10.00,-16.21,3.74,0.02
Net Cash Flow,1,-1,2,174,-163,46
  └─ Free Cash Flow,2,-16,10,17,-63,-35
  └─ CFO/OP,64%,-48%,97%,81%,16%,22%
