Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-9,-26
  └─ Profit from operations,18.51,-5.51
  └─ Receivables,2.74,-0.72
  └─ Inventory,-19.10,21.82
  └─ Payables,0.04,0.16
  └─ Loans Advances,-0.63,0.42
  └─ Operating borrowings,0.00,-1.13
  └─ Other WC items,-10.07,-41.16
  └─ Working capital changes,-27.03,-20.62
Cash from Investing Activity,13,48
  └─ Fixed assets sold,11.86,48.25
  └─ Capital WIP,-3.19,-0.29
  └─ Investments purchased,0.00,-0.06
  └─ Investments sold,2.40,0.00
  └─ Interest received,0.50,0.02
  └─ Other investing items,1.06,0.00
Cash from Financing Activity,-5,-21
  └─ Proceeds from borrowings,0.00,0.01
  └─ Repayment of borrowings,-2.93,0.00
  └─ Interest paid fin,-1.91,-0.52
  └─ Other financing items,0.02,-20.81
Net Cash Flow,-1,0
  └─ Free Cash Flow,0,22
  └─ CFO/OP,104%,148%
