Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,410,378,2,240,-420,486,226,107,248,254,359,84
  └─ Profit from operations,251,259,286,235,75,26,74,13,36,7,-383,-3
  └─ Receivables,-83,-116,-102,-35,-75,266,328,57,1,-42,-192,83
  └─ Inventory,-411,-93,-258,-26,-815,530,96,-69,262,371,841,271
  └─ Payables,700,205,155,51,406,-245,-987,203,-175,-96,-41,-273
  └─ Loans Advances,-19,150,-55,0,0,0,0,0,0,0,0,0
  └─ Other WC items,0,0,0,17,-4,-90,746,-93,129,16,128,8
  └─ Working capital changes,187,146,-260,8,-488,461,183,99,217,249,736,89
  └─ Direct taxes,-28,-27,-24,-3,-7,-2,-31,-4,-4,-2,6,-3
Cash from Investing Activity,-109,-34,-86,-157,33,69,42,7,4,-139,60,10
  └─ Fixed assets purchased,-102.36,-76.30,-64.49,-141.47,-40.36,-18.14,-15.88,-4.56,-10.14,-137.83,-1.19,-0.47
  └─ Fixed assets sold,3.18,3.33,0.66,101.81,7.43,7.77,37.14,7.54,8.10,0.00,2.27,0.01
  └─ Investments purchased,-10.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.98,0.00
  └─ Investments sold,0.00,0.00,26.13,0.00,0.00,0.00,0.37,0.00,0.01,0.00,0.00,0.05
  └─ Interest received,2.91,49.24,15.52,17.13,11.45,9.35,5.77,8.87,6.69,3.35,2.83,3.99
  └─ Dividends received,-2.35,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.62,0.00,42.54,2.35
  └─ Other investing items,0.00,-10.32,-63.71,-134.78,54.26,69.81,14.68,-5.22,-3.14,-4.86,23.04,4.56
Cash from Financing Activity,-297,-347,91,-115,394,-571,-264,-122,-245,-116,-400,-92
  └─ Proceeds from debentures,0,0,0,0,0,0,0,0,0,0,57,0
  └─ Proceeds from borrowings,0,7,358,108,659,0,18,0,0,6,0,0
  └─ Repayment of borrowings,-106,-108,-40,0,0,-333,-121,-107,-104,-87,-232,-68
  └─ Interest paid fin,-179,-246,-227,-223,-265,-238,-162,-15,-141,-36,-235,-19
  └─ Dividends paid,0,-0,-0,0,0,0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,0,0,-1,0,0,0,0
  └─ Other financing items,-12,0,0,0,0,0,0,0,0,0,9,-5
Net Cash Flow,4,-3,7,-32,6,-17,4,-9,7,-2,18,2
  └─ Free Cash Flow,311,305,-62,200,-453,475,247,110,246,117,360,83
  └─ CFO/OP,406%,394%,29%,260%,-529%,-14819%,466%,-486%,10460%,-968%,-76%,-1244%
