Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,25,17,17,39,44,60,64,-3,150,205
  └─ Profit from operations,17,18,20,38,67,112,136,183,226,310
  └─ Receivables,10,2,-3,-5,-20,-49,-22,-119,-74,-92
  └─ Inventory,-0,-0,-0,-1,-1,-2,-1,-2,-13,0
  └─ Payables,1,-0,0,0,0,0,0,0,0,81
  └─ Other WC items,-2,-1,4,10,-1,11,-12,-21,38,-12
  └─ Working capital changes,9,1,0,4,-22,-39,-35,-142,-50,-23
  └─ Direct taxes,-1,-2,-2,-3,-2,-13,-37,-44,-27,-82
Cash from Investing Activity,-50,-51,-78,-43,-21,-52,-20,-226,-420,-598
  └─ Fixed assets purchased,-1,-1,-78,-43,-20,-39,-20,-93,-311,-317
  └─ Investments purchased,0,0,0,0,0,0,0,0,-74,-2
  └─ Investments sold,0,0,0,0,0,0,0,0,3,77
  └─ Interest received,0,0,0,0,0,0,0,0,0,19
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,0,-251
  └─ Acquisition of companies,0,0,0,0,-1,-13,0,-20,-93,0
  └─ Other investing items,-49,-50,0,-0,0,-0,-0,-112,55,-125
Cash from Financing Activity,26,43,47,5,-19,-1,-18,304,520,254
  └─ Proceeds from shares,2,4,5,6,0,0,0,577,600,0
  └─ Proceeds from borrowings,28,40,49,18,0,20,4,0,0,262
  └─ Repayment of borrowings,0,0,0,0,-0,0,0,-263,-73,0
  └─ Interest paid fin,-6,-5,-6,-19,-19,-21,-21,-9,-8,-4
  └─ Financial liabilities,0,0,0,0,0,0,0,0,0,-3
  └─ Other financing items,2,4,0,0,0,0,0,0,0,-2
Net Cash Flow,1,9,-13,1,3,7,26,75,249,-140
  └─ Free Cash Flow,24,16,-60,-4,24,21,44,-96,-161,-112
  └─ CFO/OP,148%,103%,99%,109%,67%,65%,75%,22%,78%,98%
