Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,15,15,50,-70,-52,27,17,114,7,42,48,-31
  └─ Profit from operations,-17.16,20.88,53.89,-54.91,45.30,25.47,8.80,30.30,11.92,27.38,18.13,14.15
  └─ Receivables,-8.52,-12.37,21.24,4.21,0.32,-9.25,-9.18,16.99,6.31,-7.09,-19.80,-8.97
  └─ Inventory,39.09,-28.77,51.21,5.31,-158.85,34.02,83.08,46.10,-12.74,25.53,71.37,-22.40
  └─ Payables,6.02,34.10,-54.51,-0.26,73.13,-68.51,-51.91,6.11,-6.99,3.02,-3.62,-0.20
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,-0.01,0.03,0.00,0.00,0.00,0.00,0.00
  └─ Operating investments,0.00,0.00,-1.83,-0.28,-0.21,0.00,0.00,-6.72,5.54,-1.70,-3.22,-9.47
  └─ Other WC items,0.00,0.00,-10.98,-21.50,-10.89,53.03,-12.31,23.81,10.32,-5.12,-12.22,1.04
  └─ Working capital changes,36.59,-7.04,5.13,-12.52,-96.49,9.28,9.72,86.28,2.45,14.65,32.51,-40.00
  └─ Direct taxes,-4.29,1.08,-9.36,-2.74,-0.89,-7.79,-1.08,-2.27,-7.19,0.43,-2.85,-5.04
Cash from Investing Activity,-7,0,-93,7,29,-1,-11,1,27,-7,3,6
  └─ Fixed assets purchased,-15.05,-8.23,-12.44,-1.73,-7.74,-2.31,-16.79,-4.36,-8.95,-6.83,-5.37,-5.23
  └─ Fixed assets sold,0.50,0.03,0.07,0.12,1.40,0.00,2.39,0.39,21.15,10.01,8.05,0.03
  └─ Capital WIP,5.69,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-13.90,2.69,-81.03,-51.26,-4.60,-6.03,-2.84,0.00,-32.65,-10.08,-7.67,-1.65
  └─ Investments sold,11.46,0.00,0.00,59.69,35.82,0.48,0.00,0.10,43.29,2.64,2.63,1.76
  └─ Interest received,0.88,2.34,0.48,0.58,1.45,1.53,1.18,1.25,2.39,5.83,5.09,4.37
  └─ Dividends received,3.04,1.83,0.00,0.00,4.23,4.28,4.03,2.51,2.92,4.08,4.10,3.52
  └─ Other investing items,0.00,0.00,0.20,0.00,-1.45,0.94,1.13,0.96,-1.39,-12.71,-3.49,3.30
Cash from Financing Activity,-4,-10,36,69,17,-23,-11,-102,-15,-50,-54,20
  └─ Proceeds from borrowings,0.00,-1.57,38.70,70.56,19.75,0.00,13.85,0.00,0.00,0.00,0.00,28.39
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,-0.47,0.00,-80.79,-0.46,-36.92,-42.35,0.00
  └─ Interest paid fin,-4.50,-7.17,-2.81,-1.95,-0.99,-21.49,-23.87,-19.70,-13.61,-11.19,-9.32,-7.75
  └─ Dividends paid,-11.28,-1.36,0.00,0.00,-1.37,-1.37,-1.13,-1.13,-1.13,-2.27,-2.27,-1.13
  └─ Other financing items,11.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,4,5,-7,6,-6,3,-5,14,19,-15,-3,-5
  └─ Free Cash Flow,6,8,37,-72,-58,25,3,110,19,46,50,-36
  └─ CFO/OP,-96%,74%,100%,166%,-109%,657%,10894%,833%,267%,218%,428%,-2971%
