Metric,Mar 2025,Mar 2026
Cash from Operating Activity,19,-9
  └─ Profit from operations,8.58,14.05
  └─ Receivables,0.03,-15.36
  └─ Inventory,0.50,-8.47
  └─ Payables,2.51,11.42
  └─ Loans Advances,-0.13,-0.62
  └─ Operating borrowings,12.38,-8.52
  └─ Other WC items,-3.82,0.63
  └─ Working capital changes,11.47,-20.91
  └─ Direct taxes,-1.50,-1.71
Cash from Investing Activity,13,-40
  └─ Fixed assets purchased,-9.08,-42.84
  └─ Investments purchased,-1.62,0.00
  └─ Interest received,2.11,2.48
  └─ Other investing items,21.65,0.00
Cash from Financing Activity,14,19
  └─ Proceeds from shares,22.10,0.00
  └─ Proceeds from borrowings,0.00,23.07
  └─ Repayment of borrowings,-5.43,0.00
  └─ Interest paid fin,-1.95,-4.29
  └─ Dividends paid,-0.73,0.00
  └─ Financial liabilities,-0.22,0.00
Net Cash Flow,45,-30
  └─ Free Cash Flow,9,-51
  └─ CFO/OP,275%,-48%
