Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,26,-97,63,182,141,55,230,115,187,-90,-150,-93
  └─ Profit from operations,57,52,55,120,269,145,198,219,334,316,234,342
  └─ Receivables,2,-100,-5,-71,22,51,-1,-116,-127,-288,-103,-145
  └─ Inventory,29,-155,5,-40,-3,-38,12,-42,-46,-60,21,4
  └─ Payables,-53,123,25,45,23,-29,20,135,88,23,-67,-143
  └─ Loans Advances,0,0,-1,-10,0,0,0,0,0,0,0,0
  └─ Other WC items,0,0,-1,169,-121,-43,17,-26,-1,-38,-209,-15
  └─ Working capital changes,-21,-132,23,94,-78,-59,48,-50,-86,-363,-358,-299
  └─ Direct taxes,-10,-17,-14,-33,-50,-31,-16,-54,-60,-43,-25,-136
Cash from Investing Activity,-4,-91,3,-50,-34,-296,-38,-49,-109,517,-320,180
  └─ Fixed assets purchased,-6,-93,0,-12,-18,-120,-23,-25,-40,-43,-39,-55
  └─ Fixed assets sold,0,0,1,3,7,2,38,1,7,1,1,0
  └─ Investments purchased,0,-0,0,0,0,0,0,0,0,0,0,0
  └─ Interest received,1,1,0,1,2,1,1,4,8,18,34,22
  └─ Dividends received,0,0,1,0,0,2,0,0,0,0,4,0
  └─ Investment in group cos,0,0,0,0,0,0,0,0,0,0,-2,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,584,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,0,0,-13,-79
  └─ Other investing items,0,0,1,-42,-25,-182,-54,-29,-85,-43,-304,291
Cash from Financing Activity,-10,193,-72,-124,-53,199,-143,-35,-102,-88,151,-46
  └─ Proceeds from shares,101,0,13,0,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,20,250,0,0,18,257,26,26,0,66,275,99
  └─ Repayment of borrowings,-112,-21,-60,-99,-54,-20,-130,-21,-53,-77,-58,-68
  └─ Interest paid fin,-14,-18,-24,-23,-13,-20,-22,-18,-24,-30,-38,-45
  └─ Dividends paid,-2,-2,-2,-2,-5,-9,-7,-10,-10,-39,-20,-20
  └─ Financial liabilities,0,0,0,0,0,-10,-10,-12,-15,-9,-9,-12
  └─ Other financing items,-3,-16,0,0,0,0,0,0,0,0,0,0
Net Cash Flow,12,5,-7,7,53,-42,49,30,-24,339,-318,41
  └─ Free Cash Flow,21,-189,64,172,130,-63,244,90,155,-131,-187,-147
  └─ CFO/OP,56%,-162%,154%,221%,82%,72%,157%,80%,92%,-16%,-43%,14%
