Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,20,-6,-5,-1,14,19
  └─ Profit from operations,9.53,13.76,15.25,17.29,18.92,15.81,20.16
  └─ Receivables,-4.73,0.83,-10.44,2.45,-5.75,-3.33,-9.50
  └─ Inventory,1.45,-6.06,-18.27,-3.87,-12.95,-9.12,-3.17
  └─ Payables,-2.04,10.56,6.59,-16.37,5.28,6.42,14.35
  └─ Other WC items,1.30,3.20,2.50,-3.60,-3.06,5.60,-1.31
  └─ Working capital changes,-4.02,8.53,-19.62,-21.39,-16.48,-0.43,0.37
  └─ Direct taxes,-1.14,-1.84,-1.83,-1.22,-3.00,-1.50,-1.20
Cash from Investing Activity,-14,-14,-4,-3,-13,-18,-3
  └─ Fixed assets purchased,-15.36,-28.95,-2.91,-1.83,-12.67,-17.68,-2.72
  └─ Fixed assets sold,0.30,14.73,0.11,0.01,0.04,0.00,0.05
  └─ Investments purchased,0.00,-0.24,0.00,0.00,0.00,-0.41,-0.32
  └─ Investments sold,0.00,0.00,0.25,0.00,0.00,0.00,0.00
  └─ Interest received,0.23,0.06,0.00,0.00,0.00,0.00,0.00
  └─ Loans to subsidiaries,0.00,0.00,0.00,0.00,0.00,1.12,0.16
  └─ Other investing items,0.95,0.12,-1.21,-1.67,-0.04,-0.55,0.08
Cash from Financing Activity,9,-2,9,8,11,4,-17
  └─ Proceeds from borrowings,10.37,4.76,12.36,20.83,16.22,10.86,0.00
  └─ Repayment of borrowings,0.00,-3.25,0.00,-8.20,0.00,0.00,-7.56
  └─ Interest paid fin,-1.70,-2.34,-3.07,-4.19,-5.22,-7.23,-8.61
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.43
  └─ Other financing items,-0.03,-1.62,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-1,4,-1,-0,-2,-0,-0
  └─ Free Cash Flow,-11,6,-9,-7,-13,-4,17
  └─ CFO/OP,63%,192%,-29%,-25%,13%,113%,106%
