Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,1,11,-2,17,-11,19
  └─ Profit from operations,5,1,14,14,25,32,40
  └─ Receivables,0,0,-28,9,-25,-6,-55
  └─ Inventory,0,0,-2,-19,-23,-16,-27
  └─ Payables,0,0,27,-4,38,-1,57
  └─ Loans Advances,0,0,0,0,4,-11,4
  └─ Other WC items,0,0,2,-2,-1,-3,5
  └─ Working capital changes,0,0,-1,-15,-7,-37,-16
  └─ Direct taxes,0,0,-1,-1,-2,-5,-5
Cash from Investing Activity,-4,-2,2,0,-0,2,-8
  └─ Fixed assets purchased,0.00,0.00,-1.14,-1.35,-1.53,-1.32,-9.67
  └─ Investments purchased,0.00,0.00,0.00,-0.12,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,2.42,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.00,1.43,2.03,1.36,3.18,2.13
  └─ Other investing items,-4.14,-1.74,-0.22,-0.21,-0.05,-0.02,-0.23
Cash from Financing Activity,0,0,-12,-1,-15,25,-2
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,54.48,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,8.45,0.00,0.00,18.35
  └─ Repayment of borrowings,0.00,0.00,-1.86,0.00,-1.61,-12.66,0.00
  └─ Interest paid fin,0.00,0.00,-9.84,-9.63,-13.47,-16.82,-20.06
Net Cash Flow,1,-0,2,-3,1,16,9
  └─ Free Cash Flow,5,1,10,-4,15,-12,9
  └─ CFO/OP,32%,12%,130%,-22%,93%,-24%,80%
