Metric,Mar 2025,Mar 2026
Cash from Operating Activity,10,9
  └─ Profit from operations,34,61
  └─ Receivables,-15,-3
  └─ Inventory,-8,-37
  └─ Payables,4,1
  └─ Other WC items,1,3
  └─ Working capital changes,-18,-37
  └─ Direct taxes,-7,-15
Cash from Investing Activity,-84,-15
  └─ Fixed assets purchased,-38,-59
  └─ Fixed assets sold,0,0
  └─ Interest received,1,3
  └─ Investment in group cos,0,-5
  └─ Other investing items,-47,47
Cash from Financing Activity,96,1
  └─ Proceeds from shares,84.35,0.00
  └─ Proceeds from borrowings,18.57,10.95
  └─ Repayment of borrowings,-2.98,-2.53
  └─ Interest paid fin,-3.10,-3.48
  └─ Dividends paid,0.00,-2.85
  └─ Financial liabilities,-0.40,-0.90
Net Cash Flow,22,-5
  └─ Free Cash Flow,-29,-50
  └─ CFO/OP,49%,42%
