Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,1,9,16,2,290,337
  └─ Profit from operations,1,1,13,28,79,228,368
  └─ Receivables,-3,-9,-10,-11,-42,-316,-277
  └─ Inventory,0,-3,2,-5,-9,-7,-19
  └─ Payables,4,6,13,0,18,142,24
  └─ Loans Advances,-1,-3,-10,-11,-63,-70,-270
  └─ Operating investments,0,0,-1,1,0,0,0
  └─ Operating borrowings,-0,0,6,7,37,-0,0
  └─ Other WC items,2,9,-2,6,-12,362,572
  └─ Working capital changes,1,-0,-2,-12,-71,110,30
  └─ Direct taxes,0,0,-3,-0,-6,-48,-61
Cash from Investing Activity,-6,-14,-16,-41,-117,-522,-506
  └─ Fixed assets purchased,-6,-13,-10,-48,-114,-140,-153
  └─ Investments purchased,0,-0,0,-4,-5,-0,-260
  └─ Investments sold,0,0,0,0,0,0,22
  └─ Interest received,0,0,0,0,2,9,0
  └─ Invest in subsidiaries,0,0,-2,0,0,-278,0
  └─ Acquisition of companies,0,0,0,0,0,0,-5
  └─ Other investing items,0,-0,-4,11,-0,-112,-111
Cash from Financing Activity,4,15,7,27,135,270,185
  └─ Proceeds from shares,0,3,3,1,58,205,0
  └─ Proceeds from borrowings,4,13,6,35,76,87,238
  └─ Interest paid fin,0,0,-2,-3,-5,-25,-53
  └─ Other financing items,0,0,0,-5,6,2,0
Net Cash Flow,0,2,-0,1,21,38,16
  └─ Free Cash Flow,-4,-13,-1,-32,-111,150,184
  └─ CFO/OP,80%,16%,90%,81%,10%,144%,100%
