Metric,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Cash from Operating Activity,16,15,84,254
  └─ Profit from operations,19,46,149,358
  └─ Receivables,-6,-13,-52,9
  └─ Inventory,3,2,-4,-9
  └─ Payables,1,1,7,7
  └─ Loans Advances,0,-11,0,0
  └─ Other WC items,3,-3,18,-39
  └─ Working capital changes,2,-24,-31,-31
  └─ Direct taxes,-4,-8,-33,-74
Cash from Investing Activity,-18,-33,-64,-202
  └─ Fixed assets purchased,-22,-37,-42,-34
  └─ Fixed assets sold,4,8,3,1
  └─ Investments purchased,0,-5,-14,-124
  └─ Investments sold,0,0,16,22
  └─ Interest received,0,1,3,2
  └─ Other investing items,-0,-0,-30,-69
Cash from Financing Activity,-5,48,-22,-59
  └─ Proceeds from shares,1.33,55.50,0.00,0.00
  └─ Proceeds from borrowings,0.65,0.00,10.42,0.03
  └─ Repayment of borrowings,-5.25,-6.63,-0.22,-10.28
  └─ Interest paid fin,-1.24,-0.87,-9.34,-12.61
  └─ Dividends paid,0.00,0.00,-10.39,-13.67
  └─ Financial liabilities,0.00,0.00,-12.92,-22.14
Net Cash Flow,-7,29,-2,-7
  └─ Free Cash Flow,-2,-15,45,221
  └─ CFO/OP,112%,50%,84%,94%
