Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,3.51,1.74,-1.68,3.36,1.40
  └─ Profit from operations,2.95,5.14,4.35,4.63,-1.58
  └─ Receivables,-1.79,-2.01,0.91,-1.78,1.83
  └─ Inventory,2.02,-0.49,-1.89,0.08,2.91
  └─ Payables,0.69,-0.90,-5.03,0.46,-1.72
  └─ Working capital changes,0.92,-3.39,-6.01,-1.24,3.01
  └─ Direct taxes,-0.36,-0.01,-0.02,-0.03,-0.04
Cash from Investing Activity,-4.25,-1.23,-0.84,-0.39,2.53
  └─ Fixed assets purchased,-4.32,-1.68,-0.96,-0.72,-0.28
  └─ Fixed assets sold,0.05,0.17,0.36,0.45,0.20
  └─ Interest received,0.04,0.09,0.15,0.05,0.26
  └─ Acquisition of companies,0.00,-0.03,0.00,0.00,0.00
  └─ Other investing items,-0.02,0.22,-0.38,-0.18,2.34
Cash from Financing Activity,1.02,-0.77,1.77,-2.64,-3.65
  └─ Proceeds from borrowings,5.28,3.94,5.72,6.49,10.01
  └─ Repayment of borrowings,-1.36,-1.70,-1.16,-6.30,-10.96
  └─ Interest paid fin,-2.61,-3.01,-2.79,-2.83,-2.69
  └─ Dividends paid,-0.30,0.00,0.00,0.00,0.00
Net Cash Flow,0.28,-0.27,-0.75,0.32,0.27
  └─ Free Cash Flow,-0.76,0.23,-2.28,3.09,1.32
  └─ CFO/OP,144%,46%,-41%,84%,-28%
