Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-10,-17,-24,-287,-116,-58,9,287,345,-344,-273,112
  └─ Profit from operations,3,-26,-9,101,209,221,181,152,312,476,537,614
  └─ Receivables,-28,-2,-126,-528,-691,102,-208,-475,-469,-265,-814,-584
  └─ Inventory,-51,1,0,2,-0,0,-4,-43,-38,23,-6,-11
  └─ Payables,66,9,119,183,441,-312,72,687,617,-455,147,242
  └─ Working capital changes,-13,7,-7,-343,-250,-211,-140,169,110,-697,-673,-353
  └─ Direct taxes,1,2,-8,-46,-75,-68,-32,-34,-77,-123,-138,-149
Cash from Investing Activity,691,161,327,-250,-139,-50,-918,-487,1197,-57,-17,-877
  └─ Fixed assets purchased,-143,-2,-1,-3,-100,-17,-747,-436,-157,-71,-52,-34
  └─ Fixed assets sold,0,5,2,0,5,20,0,3,27,21,1,1
  └─ Investments purchased,16,0,-26,-5,-0,-55,-4,0,-240,0,0,-5564
  └─ Investments sold,-6,4,304,27,62,12,59,1,1411,42,37,4689
  └─ Interest received,52,60,64,72,35,43,58,17,62,56,47,36
  └─ Dividends received,3,0,0,0,0,0,0,0,1,7,1,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,-12,-161,-20,0
  └─ Investment in group cos,0,92,0,-284,0,0,0,0,-25,0,0,-17
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Acquisition of companies,0,0,0,0,0,0,0,0,0,0,-100,0
  └─ Inter corporate deposits,-38,4,10,50,0,0,0,0,-1,0,0,4
  └─ Other investing items,806,-2,-27,-108,-141,-51,-284,-72,132,48,69,8
Cash from Financing Activity,-102,-36,-122,268,53,106,753,125,-204,-486,536,426
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,0,1
  └─ Proceeds from borrowings,17,-5,54,318,212,651,1156,1029,378,285,755,521
  └─ Repayment of borrowings,-14,-18,-0,-11,-77,-432,-294,-742,-353,-318,-28,-50
  └─ Interest paid fin,-114,-12,-8,-26,-56,-76,-76,-136,-90,-117,-146,-188
  └─ Dividends paid,0,0,0,-13,-27,-35,-30,-22,-135,-14,-41,-41
  └─ Financial liabilities,0,0,0,0,0,-3,-4,-4,-4,-5,-6,-8
  └─ Other financing items,9,-2,-169,0,0,0,0,0,0,-319,2,191
Net Cash Flow,580,108,181,-270,-202,-2,-156,-75,1338,-888,246,-338
  └─ Free Cash Flow,-153,-14,-22,-290,-211,-56,-739,-146,215,-394,-324,79
  └─ CFO/OP,1603%,41%,50%,-312%,-23%,5%,25%,218%,171%,-52%,-26%,35%
