Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,52,56,33,49,15,7,5,7,24,19,24
  └─ Profit from operations,-3.75,4.29,-0.67,2.72,4.72,3.92,6.74,7.34,-1.19,-33.35,-24.64,-16.18
  └─ Receivables,-3.00,12.67,13.07,0.84,15.32,16.62,-2.35,8.80,37.37,32.42,33.85,21.40
  └─ Inventory,31.48,11.49,7.67,-19.60,21.84,24.38,12.64,56.15,1.94,41.08,39.78,14.04
  └─ Payables,-26.51,34.32,36.66,31.70,-30.47,-44.59,-9.75,-45.79,-25.98,-31.12,-18.84,-8.88
  └─ Loans Advances,4.58,-9.04,11.76,1.43,1.07,2.67,0.21,0.49,-0.18,4.77,0.34,-3.22
  └─ Other WC items,0.00,0.81,-11.28,15.25,37.02,7.09,-1.16,-22.62,-4.79,10.06,-11.24,17.13
  └─ Working capital changes,6.56,50.25,57.87,29.63,44.78,6.17,-0.40,-2.98,8.36,57.21,43.90,40.48
  └─ Direct taxes,-1.01,-2.04,-1.02,0.65,-0.52,4.93,0.22,0.39,-0.02,0.00,0.00,0.00
Cash from Investing Activity,-21,-17,-20,-20,-30,-6,-6,-5,-1,-3,-6,-14
  └─ Fixed assets purchased,-112.51,-16.97,-19.32,-20.68,-30.64,-6.49,-5.96,-5.50,-0.66,-3.57,-6.28,-16.93
  └─ Fixed assets sold,91.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.07,0.06,0.06,0.12,0.06,0.03,0.02,0.02,0.06,0.19,0.03,2.70
  └─ Other investing items,0.00,0.08,-0.27,0.27,0.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.02
Cash from Financing Activity,15,-35,-34,-12,-19,-10,-1,1,-2,7,-9,-7
  └─ Proceeds from borrowings,47.49,-0.22,8.14,10.16,0.00,1.48,2.82,5.81,3.68,9.58,3.68,0.50
  └─ Repayment of borrowings,-26.57,-19.44,-26.86,-2.79,-3.02,-2.38,-0.01,0.00,-1.46,0.00,-12.18,-11.26
  └─ Interest paid fin,-5.92,-15.19,-15.53,-19.62,-15.96,-9.18,-3.84,-5.14,-3.96,-2.30,-0.47,-0.58
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18
Net Cash Flow,-5,1,2,0,-0,-2,-0,-0,5,28,4,3
  └─ Free Cash Flow,-19,36,37,12,18,9,1,-1,6,20,13,7
  └─ CFO/OP,-21%,-394%,-1098%,-761%,-8392%,701%,134%,84%,-36%,-65%,-67%,-110%
