Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4,-3,0,-5,-27,-15,-10
  └─ Profit from operations,12.61,5.60,6.80,15.28,18.08,13.22,19.83
  └─ Receivables,-14.86,4.15,-18.58,-1.90,-16.29,2.61,-5.27
  └─ Inventory,-9.89,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Payables,17.21,-14.07,9.79,9.45,4.57,7.33,-6.50
  └─ Loans Advances,0.00,-1.52,3.18,-1.76,0.92,-3.15,2.79
  └─ Other WC items,-9.36,2.50,-0.77,-25.65,-30.68,-32.85,-18.24
  └─ Working capital changes,-16.91,-8.93,-6.37,-19.85,-41.48,-26.06,-27.22
  └─ Direct taxes,0.52,0.00,0.00,0.00,-3.19,-1.98,-2.90
Cash from Investing Activity,-1,-2,-0,-1,0,-4,-4
  └─ Fixed assets purchased,-1.06,-1.24,-0.54,-1.71,-1.21,-2.87,-3.71
  └─ Fixed assets sold,0.00,0.00,0.03,0.05,0.00,0.17,0.00
  └─ Capital WIP,0.00,0.00,0.00,0.00,0.00,-2.13,0.00
  └─ Investments purchased,0.00,-1.01,0.00,0.00,0.00,0.00,-0.06
  └─ Investments sold,0.00,0.00,0.36,1.02,1.25,0.86,0.00
  └─ Dividends received,0.01,0.01,0.02,0.02,0.00,0.00,0.00
  └─ Other investing items,0.14,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Financing Activity,5,5,-1,5,28,18,13
  └─ Proceeds from borrowings,7.11,7.44,1.14,8.56,11.57,23.89,21.35
  └─ Repayment of borrowings,0.00,0.00,-0.11,0.00,-1.70,0.00,0.00
  └─ Interest paid fin,-1.55,-2.13,-2.18,-3.49,-5.44,-5.69,-7.97
  └─ Dividends paid,-0.24,0.00,0.00,-0.10,0.00,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,0.00,23.20,-0.09,0.00
Net Cash Flow,1,-0,-1,-0,1,-1,-1
  └─ Free Cash Flow,-5,-5,-0,-6,-28,-20,-14
  └─ CFO/OP,-40%,-56%,7%,-31%,-127%,-95%,-38%
