Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-35,-12,-17,1,97,25,-215
  └─ Profit from operations,7,15,32,81,81,121,221
  └─ Receivables,-34,26,-1,-50,-26,49,-139
  └─ Inventory,-14,-24,-19,-22,-179,-172,-257
  └─ Payables,8,-26,-26,2,74,-57,0
  └─ Loans Advances,0,0,0,0,207,104,0
  └─ Other WC items,-0,1,3,-6,-55,-12,-25
  └─ Working capital changes,-40,-23,-44,-77,21,-88,-421
  └─ Interest paid,-1,-1,-1,0,0,0,0
  └─ Direct taxes,-0,-1,-3,-3,-5,-8,-16
  └─ Other operating items,0,-2,-1,0,0,0,0
Cash from Investing Activity,-6,-4,0,-34,-28,3,-46
  └─ Fixed assets purchased,-7.08,-0.36,-1.26,-0.80,-24.03,-9.99,-22.85
  └─ Investments purchased,0.00,0.00,0.00,0.00,-6.75,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,3.21,0.00,7.40,0.00
  └─ Interest received,1.43,0.90,1.42,0.00,2.70,5.21,2.77
  └─ Other investing items,-0.73,-4.13,0.01,-36.61,0.00,0.00,-25.43
Cash from Financing Activity,49,23,18,40,-29,-34,351
  └─ Proceeds from shares,29,0,8,0,0,0,442
  └─ Proceeds from borrowings,24,28,18,52,0,23,31
  └─ Repayment of borrowings,0,0,0,0,-3,-10,-82
  └─ Interest paid fin,0,0,-8,-12,-24,-38,-41
  └─ Financial liabilities,0,0,0,0,-2,-3,0
  └─ Other financing items,-4,-5,0,0,0,-6,0
Net Cash Flow,8,7,1,8,40,-7,90
  └─ Free Cash Flow,-42,-13,-18,1,73,15,-238
  └─ CFO/OP,-599%,-86%,-48%,10%,129%,28%,-102%
