Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,27,57,8,-0,30,9,58,43
  └─ Profit from operations,40,35,55,37,10,20,60,57
  └─ Receivables,25,-1,-22,-13,23,-13,-19,7
  └─ Inventory,-26,33,-20,-57,34,1,-2,-38
  └─ Payables,-8,-5,20,33,-23,1,22,25
  └─ Loans Advances,0,0,0,0,0,0,0,1
  └─ Other WC items,3,-2,-16,9,-10,-1,5,0
  └─ Working capital changes,-6,25,-38,-28,24,-13,6,-4
  └─ Direct taxes,-7,-3,-9,-9,-4,1,-9,-9
Cash from Investing Activity,-3,-16,-60,-28,-77,-13,-5,-7
  └─ Fixed assets purchased,-4.76,-11.49,-96.24,-27.79,-31.46,-53.41,-5.98,-5.51
  └─ Fixed assets sold,0.37,0.00,26.99,0.76,2.10,46.35,0.62,0.06
  └─ Investments purchased,-5.18,-19.08,-23.77,0.00,0.00,-27.46,-0.01,-6.98
  └─ Investments sold,6.94,13.30,33.17,0.22,0.00,28.44,0.20,5.65
  └─ Interest received,0.29,0.22,0.08,0.21,0.13,0.63,0.24,0.19
  └─ Dividends received,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,-48.00,-9.65,0.00,0.00
  └─ Other investing items,-0.53,1.25,-0.33,-1.56,0.02,1.95,-0.46,-0.19
Cash from Financing Activity,-24,-39,50,28,47,4,-49,-38
  └─ Proceeds from shares,0.00,14.00,33.03,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,3.64,0.00,33.85,42.32,91.40,39.19,4.74,6.61
  └─ Repayment of borrowings,-18.22,-40.42,-5.21,-5.02,-17.68,-21.67,-37.17,-30.60
  └─ Interest paid fin,-5.17,-3.60,-1.94,-4.72,-14.02,-12.55,-16.47,-12.24
  └─ Dividends paid,-4.45,-8.88,-0.01,-4.20,-0.60,-0.60,-0.59,-1.77
  └─ Other financing items,0.00,0.00,-9.75,0.00,-11.61,0.00,0.00,0.00
Net Cash Flow,0,2,-2,-0,0,-0,3,-2
  └─ Free Cash Flow,23,45,-61,-27,1,2,53,38
  └─ CFO/OP,85%,174%,35%,28%,637%,43%,118%,105%
