Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,0,-0,-1,-5,-19
  └─ Profit from operations,0.09,0.24,0.64,4.68,10.19,13.77
  └─ Receivables,-0.16,0.07,-3.06,-13.01,-15.74,-25.95
  └─ Inventory,0.01,-0.14,0.01,0.00,-0.19,-0.71
  └─ Payables,0.03,0.00,1.76,7.69,5.96,2.92
  └─ Loans Advances,-0.72,-0.25,0.21,-0.73,-5.29,-7.49
  └─ Other WC items,0.99,0.17,0.39,0.34,0.53,0.32
  └─ Working capital changes,0.14,-0.16,-0.69,-5.71,-14.73,-30.91
  └─ Direct taxes,-0.02,-0.06,-0.01,-0.14,-0.35,-2.31
Cash from Investing Activity,-0,-1,-1,-1,-4,-13
  └─ Fixed assets purchased,-0.08,-0.18,-0.82,-0.53,-4.18,-11.25
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-2.00
  └─ Interest received,0.04,0.08,0.01,0.00,0.07,0.03
  └─ Other investing items,0.00,-0.70,0.00,0.00,0.00,0.00
Cash from Financing Activity,-0,1,1,2,11,48
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,10.88,37.20
  └─ Proceeds from borrowings,0.00,0.83,1.38,1.60,2.35,11.20
  └─ Repayment of borrowings,-0.18,0.00,0.00,0.00,-2.19,-0.04
  └─ Interest paid fin,-0.01,-0.04,-0.01,-0.03,-0.23,-0.75
  └─ Other financing items,0.00,0.00,0.00,0.18,0.00,0.00
Net Cash Flow,-0,0,1,0,2,15
  └─ Free Cash Flow,0,-0,-1,-2,-9,-31
  └─ CFO/OP,256%,33%,-6%,-21%,-44%,-124%
