Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,33,18,12,6,28,38,-62,-4,33,43,9
  └─ Profit from operations,38.69,28.60,28.07,21.02,13.64,41.15,56.92,75.05,61.45,58.87,38.52
  └─ Receivables,13.93,4.09,-8.89,8.70,19.14,-5.25,-33.87,-53.66,10.43,8.24,10.92
  └─ Inventory,0.81,-4.31,-36.80,-3.85,-19.05,13.53,-92.41,-5.38,-29.21,-52.24,4.75
  └─ Payables,0.00,3.33,22.88,-17.81,6.67,-2.45,60.58,-21.82,-0.25,-6.43,-9.73
  └─ Loans Advances,0.00,0.28,0.09,0.02,-0.20,0.07,-0.01,-0.25,0.19,-0.84,-3.70
  └─ Operating Deposits,0.00,0.17,-0.10,-0.02,-4.96,-0.96,-25.59,-24.26,13.47,32.63,0.00
  └─ Other WC items,-8.21,-8.04,10.00,0.55,14.97,-7.03,-22.73,41.47,-12.49,11.03,-32.16
  └─ Working capital changes,6.52,-4.48,-12.81,-12.42,16.57,-2.10,-114.02,-63.89,-17.86,-7.61,-29.91
  └─ Direct taxes,-12.37,-5.70,-3.26,-2.63,-1.76,-0.95,-5.10,-14.90,-10.75,-8.40,-2.06
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41
Cash from Investing Activity,-17,-7,1,1,-39,-32,7,-29,-52,-64,-6
  └─ Fixed assets purchased,-48.44,-14.85,-2.47,-21.29,-33.52,-10.93,-28.36,-32.24,-50.42,-68.16,-37.77
  └─ Fixed assets sold,0.10,0.00,0.00,0.03,0.12,0.02,5.25,0.07,3.60,0.01,0.00
  └─ Investments purchased,-8.14,-5.62,0.00,-0.14,-7.80,-19.90,0.00,-2.09,-16.82,-10.01,0.00
  └─ Investments sold,35.01,10.51,2.37,15.75,0.00,0.00,28.93,0.63,7.97,0.00,30.91
  └─ Interest received,0.31,0.23,0.16,5.67,0.17,0.67,0.31,1.75,3.61,1.05,0.48
  └─ Dividends received,2.21,0.69,1.05,1.29,1.87,0.00,0.74,0.61,0.62,0.61,0.34
  └─ Investment in group cos,0.00,0.00,0.00,-0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,8.99,0.00
  └─ Acquisition of companies,0.00,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,2.04,2.00,0.00,0.00,0.00,-2.20,0.34,2.50,-0.21,3.14,0.00
Cash from Financing Activity,-14,-11,-13,-5,9,-5,53,34,23,17,-3
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.75,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,5.36,17.30,0.00,34.48,15.53,11.59,40.97,16.84
  └─ Repayment of borrowings,-3.85,-8.77,0.00,0.00,0.00,-2.76,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from deposits,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-1.77,-1.93,-1.48,-2.84,-2.16,-1.47,-2.68,-9.06,-9.78,-11.17,-11.39
  └─ Dividends paid,-8.64,0.00,-6.38,-6.38,-4.79,0.00,-7.98,-9.62,-11.76,-12.24,-8.74
  └─ Other financing items,0.00,0.00,-5.60,-1.31,-0.98,-0.44,29.30,36.70,33.30,-0.11,0.00
Net Cash Flow,2,1,-0,1,-1,1,-2,2,5,-4,-0
  └─ Free Cash Flow,-16,4,10,-15,-5,27,-85,-36,-14,-25,-29
  └─ CFO/OP,119%,81%,54%,42%,242%,96%,-104%,15%,72%,103%,106%
