Metric,Mar 2016,Mar 2017,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.05,-2.28,-0.18,-0.28,0.40,-8.01,0.03,2.86
  └─ Profit from operations,0.89,-0.18,0.38,0.40,1.03,1.40,1.63,2.80
  └─ Receivables,0.04,0.12,0.45,-0.02,-1.14,-0.66,-0.29,2.00
  └─ Inventory,0.30,-1.36,-0.37,-1.48,-0.18,-1.58,-6.92,-3.93
  └─ Payables,-0.27,0.16,-0.55,-0.18,-0.14,0.85,2.96,4.63
  └─ Loans Advances,-0.96,-0.89,-0.08,0.89,2.67,-9.45,7.47,-5.60
  └─ Other WC items,0.05,-0.13,0.00,0.10,-1.85,1.41,-1.85,3.36
  └─ Working capital changes,-0.84,-2.09,-0.55,-0.68,-0.63,-9.44,1.36,0.46
  └─ Direct taxes,0.00,0.00,0.00,0.00,0.00,0.02,-2.97,-0.40
Cash from Investing Activity,-0.36,1.12,0.16,0.38,-0.68,9.26,-0.26,-16.86
  └─ Fixed assets purchased,-0.00,-0.00,-0.03,-0.01,-0.70,-0.02,-0.22,-0.69
  └─ Fixed assets sold,-0.03,0.72,0.20,-0.00,-0.00,-0.00,-0.00,-0.00
  └─ Investments purchased,-0.00,-0.00,-0.00,-0.00,-0.02,-13.22,-2.29,-16.18
  └─ Investments sold,-0.47,0.12,-0.00,-0.00,-0.00,12.43,0.11,-0.00
  └─ Interest received,0.01,0.02,-0.00,0.05,0.02,0.05,-0.00,-0.00
  └─ Other investing items,0.13,0.26,-0.01,0.34,0.02,10.02,2.14,-0.00
Cash from Financing Activity,0.38,1.12,-0.04,-0.04,-0.07,-0.28,-0.48,15.79
  └─ Proceeds from shares,1.10,1.96,0.00,0.00,0.00,0.00,0.00,16.32
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
  └─ Repayment of borrowings,-0.52,-0.69,-0.02,0.00,0.00,0.00,0.00,-7.92
  └─ Interest paid fin,-0.20,-0.15,-0.01,-0.04,-0.07,-0.29,-0.48,-0.67
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.01,0.00,8.05
Net Cash Flow,0.06,-0.04,-0.05,0.06,-0.36,0.97,-0.71,1.79
  └─ Free Cash Flow,0.02,-1.56,-0.01,-0.29,-0.30,-8.03,-0.19,2.17
  └─ CFO/OP,5%,-1425%,-20%,-165%,45%,-1147%,441%,340%
