Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,,109,110,84,164,153,161,218
  └─ Profit from operations,,,101,144,122,182,250,265,270
  └─ Receivables,,,19,-2,-3,-16,-43,-4,-33
  └─ Inventory,,,-8,-14,-22,-3,-22,-33,10
  └─ Payables,,,-1,10,0,20,29,-1,13
  └─ Loans Advances,,,-0,0,-0,0,-8,-15,-2
  └─ Other WC items,,,12,-6,8,11,-3,-0,4
  └─ Working capital changes,,,21,-12,-17,12,-47,-53,-9
  └─ Direct taxes,,,-12,-22,-21,-30,-49,-50,-43
Cash from Investing Activity,,,-43,-125,-57,-151,-224,-331,-213
  └─ Fixed assets purchased,,,-42,-81,-60,-109,-215,-259,-214
  └─ Fixed assets sold,,,1,1,1,1,1,1,1
  └─ Investments purchased,,,0,-6,-1,-1,0,0,-2
  └─ Investments sold,,,0,0,0,0,7,0,0
  └─ Interest received,,,1,2,4,4,8,16,15
  └─ Other investing items,,,-3,-40,-1,-47,-24,-89,-14
Cash from Financing Activity,,,-51,28,-30,-37,69,248,-54
  └─ Proceeds from shares,,,0.00,41.76,1.20,0.04,0.00,390.21,0.00
  └─ Proceeds from borrowings,,,8.11,52.13,24.06,24.38,125.49,96.99,29.69
  └─ Repayment of borrowings,,,-37.18,-52.80,-26.01,-32.24,-21.60,-190.25,-29.75
  └─ Interest paid fin,,,-14.99,-9.18,-6.74,-12.86,-11.76,-13.22,-11.66
  └─ Dividends paid,,,-5.21,0.00,-21.45,-14.69,-17.63,-30.68,-36.81
  └─ Financial liabilities,,,-1.82,-1.16,-1.07,-1.21,-1.61,-3.16,-4.50
  └─ Other financing items,,,0.00,-2.27,0.00,0.00,-4.13,-1.49,-0.75
Net Cash Flow,,,15,14,-2,-23,-1,79,-49
  └─ Free Cash Flow,,,68,30,25,56,-61,-97,5
  └─ CFO/OP,,,131%,94%,86%,111%,83%,84%,101%
