Metric,Mar 2020,Mar 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,,30,9,-7,-23
  └─ Profit from operations,-0.10,,11.24,14.69,20.96,22.59
  └─ Receivables,0.59,,16.14,-8.23,-16.63,-20.37
  └─ Inventory,-5.13,,5.45,0.00,0.00,0.00
  └─ Payables,-36.58,,1.21,0.65,-0.52,-3.51
  └─ Loans Advances,0.00,,0.00,-0.16,-5.03,-17.18
  └─ Other WC items,-9.99,,-4.20,3.51,-2.21,-0.77
  └─ Working capital changes,-51.10,,18.60,-4.23,-24.39,-41.83
  └─ Direct taxes,0.00,,0.00,-1.88,-3.30,-3.28
  └─ Other operating items,52.07,,0.00,0.00,0.00,0.00
Cash from Investing Activity,-3,,-70,-6,-11,-18
  └─ Fixed assets purchased,-2.97,,-16.03,-3.57,-9.10,-14.55
  └─ Investments purchased,0.00,,0.00,-0.22,-2.51,0.00
  └─ Interest received,0.00,,0.00,0.24,0.42,0.00
  └─ Other investing items,-0.41,,-53.53,-2.46,-0.26,-3.84
Cash from Financing Activity,4,,40,5,15,45
  └─ Proceeds from shares,0,,29,12,23,64
  └─ Proceeds from borrowings,43,,14,0,0,0
  └─ Repayment of borrowings,0,,0,-2,-4,-14
  └─ Interest paid fin,-6,,0,-3,-3,-3
  └─ Other financing items,-33,,-3,-2,0,-3
Net Cash Flow,2,,0,8,-3,4
  └─ Free Cash Flow,-2,,14,5,-16,-37
  └─ CFO/OP,-20%,,265%,82%,-19%,-100%
