Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,16,-23,181,17,-1,-22,142,-34,2
  └─ Profit from operations,,65,115,134,160,97,58,54,96,77
  └─ Receivables,,-42,-34,29,-55,-28,3,2,-26,-56
  └─ Inventory,,-18,-70,41,-65,-59,-81,91,-87,-16
  └─ Payables,,28,-11,3,16,12,7,-2,-2,2
  └─ Working capital changes,,-32,-115,72,-104,-76,-71,91,-115,-69
  └─ Direct taxes,,-17,-23,-25,-39,-22,-10,-3,-15,-5
Cash from Investing Activity,,-31,-12,-10,-35,-59,-46,-99,-86,-12
  └─ Fixed assets purchased,,-30.83,-12.87,-9.88,-35.03,-59.50,-46.70,-99.37,-87.04,-11.78
  └─ Fixed assets sold,,0.17,0.44,0.25,0.08,0.05,0.23,0.40,0.53,0.14
Cash from Financing Activity,,15,36,-159,16,51,78,-48,121,12
  └─ Proceeds from borrowings,,27,61,0,34,61,93,20,147,65
  └─ Repayment of borrowings,,0,-9,-135,-8,0,-5,-45,0,-16
  └─ Interest paid fin,,-8,-13,-10,-2,-4,-9,-21,-24,-35
  └─ Dividends paid,,-5,-2,-14,-8,-5,0,-2,-2,-2
  └─ Financial liabilities,,0,0,-1,-1,-1,-1,-1,-1,-1
Net Cash Flow,,0,0,12,-2,-9,9,-5,-0,3
  └─ Free Cash Flow,,-15,-36,171,-18,-60,-69,43,-121,-9
  └─ CFO/OP,,51%,-0%,162%,36%,23%,-23%,309%,-20%,11%
