Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2927,11569,-20700,-6389,-12907,44976,16672,-12442,-16925,18278,993
  └─ Profit from operations,4330,5721,7040,8613,11587,12438,13839,15340,16684,7471,10191
  └─ Loans Advances,-20274,-25721,-32928,-44374,-20846,-13146,-32755,-55058,-56710,-4753,21311
  └─ Operating investments,-4541,-2758,-13675,-9658,-1603,-10563,-2019,-12930,-24254,-8046,-11183
  └─ Operating Deposits,18866,33572,25067,43229,7312,53843,37479,42771,48465,26277,-10932
  └─ Other WC items,41,2641,-4230,-1874,-7219,3237,2314,-1370,2061,277,-8223
  └─ Working capital changes,-5908,7733,-25765,-12677,-22355,33371,5020,-26587,-30437,13755,-9027
  └─ Direct taxes,-1349,-1885,-1975,-2324,-2139,-833,-2188,-1196,-3171,-2949,-171
Cash from Investing Activity,-258,-285,-217,-633,1445,-324,-395,-481,-703,-685,-634
  └─ Fixed assets purchased,-269,-287,-236,-643,-420,-341,-414,-571,-730,-731,-692
  └─ Fixed assets sold,12,14,16,6,4,10,8,11,19,22,58
  └─ Other investing items,0,-11,2,5,1862,7,11,80,8,23,0
Cash from Financing Activity,2517,-2768,15505,8590,12733,-4096,-4302,1115,-2242,4876,-10912
  └─ Proceeds from shares,5125,97,102,101,61,5335,84,86,245,68,3
  └─ Proceeds from debentures,0,1500,0,0,0,0,0,0,0,0,0
  └─ Redemption of debentures,0,0,0,0,0,0,-500,0,0,0,0
  └─ Proceeds from borrowings,0,0,0,9032,12625,0,2800,2688,90,6092,0
  └─ Repayment of borrowings,0,0,0,0,0,-9431,-6300,-1000,-1490,0,-10914
  └─ Dividends paid,-285,-323,-432,-543,-627,0,-387,-659,-1086,-1285,0
  └─ Other financing items,-2323,-4042,15835,0,674,0,0,0,0,0,0
Net Cash Flow,-667,8516,-5412,1568,1271,40556,11975,-11808,-19869,22468,-10553
  └─ Free Cash Flow,-3184,11296,-20920,-7027,-13324,44645,16266,-13002,-17636,17569,359
  └─ CFO/OP,-21%,154%,-175%,-31%,-66%,346%,124%,-54%,-49%,82%,5%
