Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.41,2.33,-3.68
  └─ Profit from operations,-0.52,0.99,1.71
  └─ Receivables,1.02,2.06,-39.74
  └─ Inventory,-1.32,-0.89,2.08
  └─ Payables,3.96,1.30,41.06
  └─ Loans Advances,-5.03,3.16,0.23
  └─ Operating borrowings,1.60,-4.05,-5.69
  └─ Other WC items,-0.22,0.09,-2.83
  └─ Working capital changes,0.02,1.67,-4.89
  └─ Direct taxes,-0.26,-0.32,-0.51
  └─ Exceptional CF items,1.17,0.00,0.00
Cash from Investing Activity,0.49,-9.66,-1.31
  └─ Fixed assets purchased,0.00,-4.89,-0.28
  └─ Investments sold,0.51,0.00,0.00
  └─ Interest received,0.00,0.57,0.51
  └─ Other investing items,-0.02,-5.34,-1.55
Cash from Financing Activity,-0.30,7.21,4.58
  └─ Proceeds from shares,0.00,7.21,4.29
  └─ Proceeds from borrowings,0.00,0.00,0.29
  └─ Repayment of borrowings,-0.31,0.00,0.00
  └─ Other financing items,0.02,0.00,0.00
Net Cash Flow,0.61,-0.12,-0.42
  └─ Free Cash Flow,0.41,-2.56,-3.96
  └─ CFO/OP,-126%,245%,-199%
