Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,134,214,180,17,284,199,153,277
  └─ Profit from operations,183,157,118,167,205,333,472,570
  └─ Receivables,20,58,-34,38,66,-418,49,-792
  └─ Inventory,28,42,-109,-185,-127,-290,6,139
  └─ Payables,-139,22,284,-31,-38,632,2,494
  └─ Other WC items,70,-65,-82,29,191,-25,-338,-86
  └─ Working capital changes,-21,57,58,-148,92,-101,-281,-246
  └─ Direct taxes,-28,-0,4,-1,-12,-33,-38,-47
Cash from Investing Activity,-41,-51,-100,-48,-98,-187,-201,-272
  └─ Fixed assets purchased,-42,-54,-86,-42,-85,-102,-238,-366
  └─ Fixed assets sold,2,5,4,2,2,1,2,1
  └─ Interest received,1,1,1,2,2,2,11,6
  └─ Investment in group cos,-9,-1,0,-1,0,0,0,0
  └─ Other investing items,7,-2,-18,-8,-17,-88,24,88
Cash from Financing Activity,-93,-163,-81,31,-185,-12,51,-8
  └─ Proceeds from shares,1,0,0,0,0,50,148,1
  └─ Proceeds from borrowings,63,53,200,223,61,169,254,347
  └─ Repayment of borrowings,-36,-130,-201,-98,-141,-75,-129,-129
  └─ Interest paid fin,-101,-82,-78,-92,-103,-152,-210,-213
  └─ Dividends paid,-20,-3,-1,-1,-1,-1,-1,-1
  └─ Financial liabilities,0,-1,-1,-1,-1,-3,-10,-12
Net Cash Flow,-0,0,0,0,1,-0,4,-3
  └─ Free Cash Flow,94,165,98,-23,201,98,-83,-88
  └─ CFO/OP,89%,154%,121%,11%,153%,72%,42%,57%
