Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-2,35
  └─ Profit from operations,1.35,47.93
  └─ Receivables,-4.57,-15.58
  └─ Payables,1.73,8.47
  └─ Other WC items,-0.06,1.71
  └─ Working capital changes,-2.90,-5.40
  └─ Direct taxes,-0.01,-7.72
Cash from Investing Activity,17,-48
  └─ Fixed assets purchased,0.00,-12.45
  └─ Investments purchased,-1.00,-35.16
  └─ Investments sold,9.18,14.30
  └─ Interest received,0.00,0.52
  └─ Invest in subsidiaries,0.00,-9.06
  └─ Other investing items,9.23,-6.35
Cash from Financing Activity,-12,47
  └─ Proceeds from shares,0.00,49.95
  └─ Proceeds from borrowings,6.83,0.80
  └─ Repayment of borrowings,-18.83,-0.58
  └─ Interest paid fin,0.00,-1.40
  └─ Dividends paid,0.00,-0.49
  └─ Financial liabilities,0.00,-1.77
  └─ Other financing items,0.01,0.00
Net Cash Flow,4,33
  └─ Free Cash Flow,-2,22
  └─ CFO/OP,-161%,94%
