Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,-7,22,23
  └─ Profit from operations,14.97,11.44,18.27,21.51
  └─ Receivables,-13.34,1.64,-2.97,-11.94
  └─ Inventory,-15.49,-4.29,-6.30,-9.22
  └─ Payables,7.57,-1.80,1.96,2.87
  └─ Other WC items,0.18,-13.20,11.69,21.37
  └─ Working capital changes,-21.08,-17.66,4.37,3.08
  └─ Direct taxes,-0.31,-0.43,-0.56,-1.63
Cash from Investing Activity,-60,-29,-28,-44
  └─ Fixed assets purchased,-58.18,-29.25,-26.43,-42.49
  └─ Interest received,0.13,0.23,0.28,0.41
  └─ Other investing items,-1.54,-0.09,-1.53,-1.68
Cash from Financing Activity,70,32,5,21
  └─ Proceeds from shares,19.43,9.04,0.00,0.00
  └─ Proceeds from borrowings,53.82,27.30,10.90,27.01
  └─ Interest paid fin,-3.64,-3.95,-5.43,-6.15
  └─ Other financing items,0.00,0.00,0.00,0.40
Net Cash Flow,4,-3,-0,0
  └─ Free Cash Flow,-65,-36,-4,-20
  └─ CFO/OP,-59%,-54%,124%,114%
