Metric,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,-0.74,0.43,-0.18
  └─ Profit from operations,0.20,0.31,0.18
  └─ Receivables,0.00,-0.03,-0.49
  └─ Inventory,-0.21,0.04,0.01
  └─ Payables,0.04,-0.01,0.19
  └─ Loans Advances,-0.78,0.07,-0.08
  └─ Other WC items,0.02,0.10,0.10
  └─ Working capital changes,-0.93,0.16,-0.27
  └─ Direct taxes,0.00,-0.03,-0.08
Cash from Investing Activity,0.59,-2.94,2.62
  └─ Fixed assets purchased,-0.10,-0.11,-0.03
  └─ Capital WIP,0.00,0.00,-0.63
  └─ Investments purchased,0.00,-2.71,0.00
  └─ Investments sold,0.42,0.15,3.43
  └─ Interest received,0.01,0.02,0.01
  └─ Other investing items,0.25,-0.29,-0.16
Cash from Financing Activity,-0.13,2.65,0.80
  └─ Proceeds from shares,0.01,2.64,0.00
  └─ Proceeds from borrowings,0.00,0.01,0.00
  └─ Repayment of borrowings,-0.14,0.00,0.00
  └─ Other financing items,0.00,0.00,0.80
Net Cash Flow,-0.28,0.14,3.23
  └─ Free Cash Flow,-0.84,0.32,-0.84
  └─ CFO/OP,-462%,102%,-59%
