Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4,3,-4,-7,-2,-14,-37
  └─ Profit from operations,3,3,3,5,6,10,17
  └─ Receivables,2,-1,1,-17,-10,-23,-35
  └─ Inventory,-5,2,-3,-4,-7,-8,-1
  └─ Payables,-2,-0,-1,3,13,3,9
  └─ Loans Advances,0,0,0,3,-3,-0,-24
  └─ Other WC items,-1,-1,-4,3,0,6,-0
  └─ Working capital changes,-7,-0,-7,-12,-7,-22,-51
  └─ Direct taxes,-0,0,-0,-1,-1,-2,-3
Cash from Investing Activity,-0,-0,-0,-0,-0,-0,-10
  └─ Fixed assets purchased,-0.03,-0.01,-0.09,0.00,-0.04,-0.03,-9.21
  └─ Other investing items,0.00,0.00,0.00,-0.07,-0.01,-0.01,-1.28
Cash from Financing Activity,4,-1,2,10,-2,14,50
  └─ Proceeds from shares,2.51,4.31,0.00,11.25,0.03,0.00,44.55
  └─ Proceeds from borrowings,4.40,0.24,2.46,1.19,0.26,15.95,8.77
  └─ Repayment of borrowings,-2.63,-5.42,0.00,-1.43,-0.30,-0.02,0.00
  └─ Interest paid fin,-0.19,-0.20,-0.23,-0.58,-0.56,-2.03,-3.47
  └─ Dividends paid,0.00,-0.12,0.00,0.00,-1.03,0.00,0.00
  └─ Application money refund,0.00,-0.01,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,0.00,-0.01,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,0,2,-2,3,-4,-0,3
  └─ Free Cash Flow,-4,3,-4,-7,-2,-14,-46
  └─ CFO/OP,-105%,92%,-112%,-120%,-12%,-128%,-237%
