Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,129,116,-36,105,219,263,314,509
  └─ Profit from operations,181,182,183,139,189,315,467,622
  └─ Receivables,21,-31,66,-43,-45,29,-100,-15
  └─ Inventory,4,0,-32,-51,-13,52,-31,-32
  └─ Payables,12,35,-5,63,12,-70,106,33
  └─ Other WC items,-61,-51,-233,5,80,-49,-106,-59
  └─ Working capital changes,-24,-47,-204,-26,35,-38,-131,-74
  └─ Direct taxes,-28,-20,-15,-8,-4,-14,-22,-39
Cash from Investing Activity,-158,-262,-260,-102,-99,-191,-536,-395
  └─ Fixed assets purchased,-158,-272,-262,-207,-113,-182,-369,-593
  └─ Fixed assets sold,0,0,0,0,42,1,0,1
  └─ Investments purchased,0,0,0,0,-2,0,-0,-48
  └─ Investments sold,0,0,1,99,0,0,0,0
  └─ Interest received,1,9,3,9,8,12,16,22
  └─ Other investing items,-1,1,-2,-2,-34,-23,-183,223
Cash from Financing Activity,268,-4,296,72,-201,-95,301,-124
  └─ Proceeds from shares,275,1,1,3,2,1,1012,25
  └─ Proceeds from borrowings,85,82,381,174,30,100,53,26
  └─ Repayment of borrowings,-55,-40,-23,-32,-120,-67,-624,-59
  └─ Interest paid fin,-23,-22,-32,-42,-78,-85,-77,-34
  └─ Financial liabilities,0,-25,-30,-32,-35,-44,-51,-62
  └─ Other financing items,-15,0,0,0,0,0,-11,-20
Net Cash Flow,239,-150,-1,75,-80,-24,79,-10
  └─ Free Cash Flow,-28,-157,-298,-102,148,82,-55,-83
  └─ CFO/OP,90%,81%,-13%,90%,132%,96%,82%,87%
