Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2017
Cash from Operating Activity,3,14,16,10,-5,26,14,30,9,
  └─ Profit from operations,17.70,19.54,16.21,17.60,16.58,18.48,21.23,23.11,12.62,0.00
  └─ Receivables,-12.12,9.35,5.71,-2.13,-17.31,3.72,-4.12,18.17,5.95,0.00
  └─ Inventory,-2.06,-4.88,-5.31,-6.11,2.97,-0.06,2.69,-14.63,0.53,0.00
  └─ Payables,4.65,-4.03,3.01,0.97,2.07,2.01,-2.26,5.31,-4.15,0.00
  └─ Loans Advances,0.55,0.00,0.00,-0.10,-0.51,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-4.71,-4.19,-3.20,-0.07,-7.06,3.59,-0.67,1.36,-6.06,0.00
  └─ Working capital changes,-13.69,-3.74,0.21,-7.44,-19.83,9.27,-4.36,10.20,-3.74,0.00
  └─ Direct taxes,-0.58,-1.64,-0.20,0.00,-1.45,-1.83,-2.81,-2.92,0.35,0.00
Cash from Investing Activity,-6,-4,-2,-8,8,-6,-1,-29,-14,
  └─ Fixed assets purchased,-7.82,-4.78,-2.82,-7.74,-9.15,-2.90,-2.00,-25.37,-17.61,0.00
  └─ Fixed assets sold,1.75,0.42,0.66,0.04,16.69,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.11,0.00,0.00,0.00,0.00,-0.43,-0.82,-1.08,-1.03,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.16,0.00
  └─ Interest received,0.17,0.21,0.16,0.08,0.08,0.63,0.41,0.24,0.26,0.00
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
  └─ Investment in group cos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,-2.91,1.79,-2.99,4.18,0.00
Cash from Financing Activity,5,-12,-14,-3,-3,-20,-10,8,-3,
  └─ Proceeds from shares,26.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,1.50,0.00,2.76,7.41,3.06,0.00,15.84,0.89,0.00
  └─ Repayment of borrowings,-15.19,-7.78,-9.32,-1.36,-6.80,-18.87,-5.44,-3.83,-0.64,0.00
  └─ Interest paid fin,-6.63,-5.40,-4.27,-4.29,-3.51,-4.15,-4.24,-3.17,-3.67,0.00
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.91,0.00,0.00
  └─ Other financing items,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,2,-2,1,-0,0,0,4,9,-9,
  └─ Free Cash Flow,-3,10,14,2,3,23,12,5,-8,
  └─ CFO/OP,23%,79%,151%,58%,-30%,217%,121%,270%,-337%,
