Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-3,-1,-1,5,-43,-17
  └─ Profit from operations,2.68,0.72,21.48,25.33,20.12,25.74
  └─ Receivables,-4.80,-2.28,-28.82,-28.47,-69.94,-9.93
  └─ Inventory,-0.50,-0.17,1.08,0.00,0.00,0.00
  └─ Payables,0.14,0.39,10.00,7.65,27.51,-15.78
  └─ Other WC items,-0.34,0.24,-0.65,2.74,-14.85,-13.10
  └─ Working capital changes,-5.51,-1.83,-18.39,-18.07,-57.28,-38.81
  └─ Direct taxes,-0.24,-0.11,-4.13,-2.08,-6.19,-3.75
Cash from Investing Activity,-5,-1,-2,-22,-1,-19
  └─ Fixed assets purchased,-4.69,-0.78,-0.60,-2.73,-2.05,-3.84
  └─ Fixed assets sold,0.00,0.00,0.01,0.00,0.10,0.12
  └─ Investments purchased,0.00,0.00,0.00,-0.05,0.00,-0.10
  └─ Investments sold,0.00,0.00,0.00,0.00,0.02,0.00
  └─ Interest received,0.02,0.05,0.10,0.24,0.99,1.54
  └─ Dividends received,0.00,0.00,0.00,0.01,0.01,0.00
  └─ Invest in subsidiaries,0.00,-0.05,-0.59,0.00,0.00,0.00
  └─ Other investing items,-0.83,-0.57,-0.45,-19.47,0.00,-17.19
Cash from Financing Activity,9,3,2,17,46,41
  └─ Proceeds from shares,1.54,3.10,1.40,5.38,32.94,0.00
  └─ Proceeds from borrowings,8.08,2.29,3.25,10.59,29.95,48.57
  └─ Repayment of borrowings,0.00,0.00,0.00,-9.16,0.00,0.00
  └─ Interest paid fin,-1.13,-1.87,-2.17,-2.82,-3.32,-7.33
  └─ Financial liabilities,0.00,-0.33,-0.37,-0.37,-0.33,-0.58
  └─ Share application money,0.00,0.00,0.00,13.15,-13.15,0.00
  └─ Other financing items,0.05,0.20,-0.13,0.00,0.00,0.00
Net Cash Flow,-0,1,-1,-0,2,4
  └─ Free Cash Flow,-8,-2,-2,2,-45,-21
  └─ CFO/OP,-117%,-550%,16%,35%,-201%,-57%
