Metric,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,64,35,67,34,96,78,54,137
  └─ Profit from operations,91,101,22,99,195,199,193,234
  └─ Receivables,-7,-33,63,-31,-25,-44,-44,-13
  └─ Inventory,-13,-16,19,-53,-29,-13,-61,-67
  └─ Payables,15,11,-32,9,13,2,-12,13
  └─ Loans Advances,0,0,0,0,-0,-0,0,-0
  └─ Other WC items,-5,-1,-12,14,-14,-19,16,15
  └─ Working capital changes,-10,-39,37,-61,-55,-74,-101,-53
  └─ Interest paid,0,0,8,8,0,0,0,0
  └─ Direct taxes,-17,-27,-0,-11,-43,-47,-38,-44
Cash from Investing Activity,-27,-44,-16,-19,-74,-285,-24,-161
  └─ Fixed assets purchased,-28,-47,-10,-39,-74,-110,-134,-141
  └─ Fixed assets sold,0,2,5,2,0,0,0,3
  └─ Investments purchased,0,0,0,0,0,-10,-64,-342
  └─ Investments sold,0,0,0,0,0,10,33,257
  └─ Interest received,0,0,3,1,1,7,14,3
  └─ Other investing items,0,0,-14,17,-0,-182,126,59
Cash from Financing Activity,-31,4,-55,-16,-22,259,-25,-22
  └─ Proceeds from shares,0.00,40.01,0.00,0.00,0.00,365.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,31.59,0.00,0.00,0.00,0.00,0.00,7.56
  └─ Repayment of borrowings,-21.82,-50.69,0.00,0.00,-10.74,-72.49,-13.45,0.00
  └─ Interest paid fin,-9.46,-17.22,-10.49,-8.48,-8.16,-7.60,-2.52,-2.38
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.81
  └─ Financial liabilities,0.00,0.00,-3.21,-3.27,-3.43,-7.46,-9.39,-10.89
  └─ Other financing items,0.00,0.00,-40.96,-3.98,0.00,-18.63,0.05,0.00
Net Cash Flow,5,-5,-3,-0,0,51,5,-45
  └─ Free Cash Flow,36,-10,62,-2,22,-32,-79,-1
  └─ CFO/OP,94%,65%,291%,46%,76%,65%,50%,81%
