Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2020
Cash from Operating Activity,14,10,21,14,1,92,
  └─ Profit from operations,19,33,27,44,88,170,11
  └─ Receivables,-16,6,1,-16,-8,-53,-6
  └─ Inventory,7,-4,-2,-17,-58,31,-11
  └─ Payables,7,-15,-16,21,36,295,22
  └─ Loans Advances,-1,0,4,0,0,0,0
  └─ Operating investments,-1,2,0,0,0,0,0
  └─ Operating borrowings,0,0,8,0,0,0,0
  └─ Other WC items,1,-7,0,-10,-38,-338,-3
  └─ Working capital changes,-2,-18,-6,-22,-67,-66,2
  └─ Direct taxes,-3,-5,0,-8,-19,-12,-1
Cash from Investing Activity,-13,-6,-23,-14,-46,-182,
  └─ Fixed assets purchased,-11,-6,-18,-9,-46,-183,-13
  └─ Capital WIP,0,0,0,0,0,-0,0
  └─ Investments purchased,-2,0,0,-5,-1,0,0
  └─ Investments sold,0,0,0,0,0,0,0
  └─ Interest received,0,0,0,0,0,7,0
  └─ Invest in subsidiaries,0,0,0,0,0,-0,0
  └─ Other investing items,-1,-1,-5,0,1,-6,-2
Cash from Financing Activity,5,-3,5,39,79,130,
  └─ Proceeds from shares,0,0,0,39,91,0,0
  └─ Proceeds from borrowings,10,1,5,0,0,94,6
  └─ Repayment of borrowings,-3,-2,0,0,-13,0,0
  └─ Interest paid fin,-2,-3,0,0,0,-9,-2
  └─ Other financing items,0,0,0,0,0,46,0
Net Cash Flow,5,1,4,40,34,40,
  └─ Free Cash Flow,3,4,3,5,-45,-91,
  └─ CFO/OP,101%,49%,56%,52%,25%,62%,
