Metric,Mar 2007,Mar 2008,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2006
Cash from Operating Activity,29,,114,-24,35,228,238,-4,47,50,28,44,
  └─ Profit from operations,50.26,,160.77,174.91,143.27,172.07,119.26,191.07,67.41,53.63,35.90,19.40,33.82
  └─ Receivables,-8.83,,-3.94,-65.14,-23.19,15.17,60.84,-405.05,-28.63,7.63,13.82,-2.57,-14.26
  └─ Inventory,-1.39,,-1.24,-118.54,-50.83,20.36,-13.04,270.42,-4.89,8.49,-6.76,17.27,-8.73
  └─ Payables,-0.76,,-20.26,7.72,-8.93,24.26,17.56,15.72,-10.03,-18.25,-7.55,-7.61,-4.10
  └─ Loans Advances,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,-2.32,17.70,0.00
  └─ Other WC items,4.11,,12.02,11.01,3.74,15.55,53.72,-76.81,34.81,-1.67,-2.65,-0.23,-0.75
  └─ Working capital changes,-6.87,,-13.42,-164.95,-79.21,75.34,119.08,-195.72,-8.74,2.52,-5.46,24.56,-27.84
  └─ Direct taxes,-14.60,,-33.73,-33.79,-28.57,-19.51,-0.50,1.01,-11.76,-5.94,-2.20,0.00,-10.35
Cash from Investing Activity,-19,,-36,-59,-67,-63,-41,55,-53,-25,-29,10,
  └─ Fixed assets purchased,-19.98,,-33.73,-61.50,-71.94,-69.41,-49.10,0.00,-53.96,-36.87,-46.59,-16.72,-20.63
  └─ Fixed assets sold,0.52,,0.41,1.93,2.98,6.02,7.40,54.56,0.00,5.24,2.52,27.61,2.66
  └─ Investments purchased,0.00,,-3.21,0.00,0.00,-0.50,0.00,0.00,0.00,-1.21,-0.49,-0.58,0.00
  └─ Interest received,0.03,,0.27,0.24,1.58,1.13,0.80,0.31,0.26,0.66,0.45,0.34,0.16
  └─ Dividends received,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
  └─ Invest in subsidiaries,0.00,,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,,2.00,0.00,0.00,0.00,0.23,0.03,0.23,7.08,15.24,-0.93,0.00
Cash from Financing Activity,-10,,-82,89,26,-157,-201,-12,-32,-22,1,-41,
  └─ Proceeds from borrowings,23.74,,1.20,139.92,86.07,8.64,0.00,11.34,0.35,7.23,12.80,13.43,5.05
  └─ Repayment of borrowings,-15.48,,-50.25,-12.50,-12.50,-77.79,-148.31,0.00,-22.89,-16.59,-0.46,-46.28,-32.47
  └─ Interest paid fin,-13.83,,-25.93,-24.96,-34.31,-34.66,-31.27,-23.41,-9.79,-11.80,-10.61,-7.75,-7.13
  └─ Dividends paid,-4.69,,-6.02,-10.79,-10.69,-21.42,0.03,-0.07,-0.05,-0.06,-0.10,-0.08,-4.28
  └─ Financial liabilities,0.00,,0.00,0.00,0.00,-27.16,-21.11,0.00,0.00,-0.44,-0.37,-0.39,0.00
  └─ Other financing items,0.27,,-1.22,-2.20,-2.23,-4.45,0.00,0.00,0.00,0.00,0.00,0.00,50.87
Net Cash Flow,-1,,-5,6,-6,8,-3,39,-39,3,1,13,
  └─ Free Cash Flow,9,,80,-83,-33,165,196,51,-7,19,-16,55,
  └─ CFO/OP,151%,,91%,6%,45%,144%,200%,-3%,93%,115%,87%,245%,
