Metric,Mar 2018,Mar 2019,Mar 2020
Cash from Operating Activity,-0.21,-0.55,-1.22
  └─ Profit from operations,0.41,1.09,0.49
  └─ Receivables,-0.36,-1.63,0.28
  └─ Inventory,0.00,-0.20,-1.12
  └─ Payables,-0.14,0.31,-0.68
  └─ Loans Advances,-0.12,-0.12,-0.19
  └─ Working capital changes,-0.62,-1.64,-1.72
Cash from Investing Activity,0.01,-2.83,1.05
  └─ Fixed assets purchased,-0.03,-0.42,-0.19
  └─ Fixed assets sold,0.00,0.19,0.00
  └─ Interest received,0.04,0.08,0.05
  └─ Invest in subsidiaries,0.00,-1.47,0.00
  └─ Other investing items,0.00,-1.22,1.19
Cash from Financing Activity,1.46,2.31,0.32
  └─ Proceeds from borrowings,0.00,0.00,0.32
  └─ Repayment of borrowings,-0.34,-0.19,0.00
  └─ Share application money,1.80,2.50,0.00
Net Cash Flow,1.26,-1.07,0.15
  └─ Free Cash Flow,-0.24,-0.78,-1.41
  └─ CFO/OP,-78%,-47%,-161%
